predictor,std_coef,t
intercept,-1.220262733271324e-17,-4.211041138029891e-15
GxdlogO,0.8315868209277972,120.92354762141439
dlogO,0.16901958433559547,24.577924822975987
G,-0.0018904850202943375,-0.6522137477716742
