family,genus,PI_name,pair_key,measure,maternal_species,paternal_species,intra_maternal,inter_cross,success_ratio_inter_over_intra,directional_RI,maternal_ovules,paternal_ovules,signed_log10_ovule_ratio_maternal_minus_paternal,maternal_confidence,paternal_confidence,maternal_life_history,paternal_life_history,maternal_mating_system,paternal_mating_system,K2P_Distance,is_PI_from_PI_name,direction_complete_no_K2P,direction_complete_with_K2P
Solanaceae,Schizanthus,Schizanthus,schizanthus grahamii || schizanthus hookeri,seed set,Schizanthus grahamii,Schizanthus hookeri,38.16,0.0,0.0,1.0,46.33,29.36,0.19810624895912232,1.0,1.0,annual,annual,selfing,mixed-mating,0.015505,True,True,True
Crassulaceae,Sedum,,sedum albomarginatum || sedum laxum,seed set,Sedum albomarginatum,Sedum laxum,40.1,52.4,1.3067331670822941,-0.30673316708229414,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum albomarginatum || sedum laxum,seed set,Sedum laxum,Sedum albomarginatum,23.525,16.15,0.6865037194473964,0.3134962805526036,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum albomarginatum || sedum moranii,seed set,Sedum albomarginatum,Sedum moranii,40.1,22.0,0.5486284289276808,0.4513715710723192,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum albomarginatum || sedum moranii,seed set,Sedum moranii,Sedum albomarginatum,53.5,53.0,0.9906542056074766,0.009345794392523366,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,Sedum,sedum albomarginatum || sedum obtusatum,seed set,Sedum albomarginatum,Sedum obtusatum,40.1,29.0,0.7231920199501246,0.2768079800498754,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,True,True,False
Crassulaceae,Sedum,Sedum,sedum albomarginatum || sedum obtusatum,seed set,Sedum obtusatum,Sedum albomarginatum,13.066666,7.1,0.5433673746616008,0.4566326253383992,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,True,True,False
Crassulaceae,Sedum,,sedum albomarginatum || sedum oregonense,seed set,Sedum albomarginatum,Sedum oregonense,40.1,22.0,0.5486284289276808,0.4513715710723192,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum albomarginatum || sedum oregonense,seed set,Sedum oregonense,Sedum albomarginatum,49.7,,,,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Crassulaceae,Sedum,,sedum laxum || sedum moranii,seed set,Sedum laxum,Sedum moranii,23.525,28.3,1.2029755579171095,-0.20297555791710953,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum laxum || sedum moranii,seed set,Sedum moranii,Sedum laxum,53.5,36.5,0.6822429906542056,0.31775700934579443,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum laxum || sedum obtusatum,seed set,Sedum laxum,Sedum obtusatum,23.525,14.233333,0.6050300956429331,0.3949699043570669,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum laxum || sedum obtusatum,seed set,Sedum obtusatum,Sedum laxum,13.066666,30.7,2.349489915790302,-1.349489915790302,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum laxum || sedum oregonense,seed set,Sedum laxum,Sedum oregonense,23.525,7.2,0.30605738575983,0.69394261424017,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum laxum || sedum oregonense,seed set,Sedum oregonense,Sedum laxum,49.7,16.2,0.3259557344064386,0.6740442655935615,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum moranii || sedum obtusatum,seed set,Sedum moranii,Sedum obtusatum,53.5,40.9666666,0.7657320859813085,0.23426791401869151,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum moranii || sedum obtusatum,seed set,Sedum obtusatum,Sedum moranii,13.066666,15.7,1.2015306735474833,-0.20153067354748333,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Crassulaceae,Sedum,,sedum moranii || sedum oregonense,seed set,Sedum moranii,Sedum oregonense,53.5,,,,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Crassulaceae,Sedum,,sedum moranii || sedum oregonense,seed set,Sedum oregonense,Sedum moranii,49.7,0.0,0.0,1.0,15.0,15.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Asteraceae,Senecio,Senecio,senecio glaucus || senecio squalidus,pollen competition,Senecio squalidus,Senecio glaucus,,,,,1.0,1.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.003861,True,False,False
Asteraceae,Senecio,Senecio,senecio glaucus || senecio squalidus,pollen competition,Senecio glaucus,Senecio squalidus,,,,,1.0,1.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.003861,True,False,False
Asteraceae,Senecio,,senecio eboracensis || senecio vulgaris,seed set,Senecio vulgaris,Senecio eboracensis,82.4,63.8,0.774271844660194,0.22572815533980595,1.0,1.0,0.0,1.0,1.0,annual,annual,mixed-mating,outcrossing,,False,True,False
Asteraceae,Senecio,,senecio eboracensis || senecio vulgaris,seed set,Senecio eboracensis,Senecio vulgaris,78.5,63.8,0.8127388535031846,0.18726114649681536,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,mixed-mating,,False,True,False
Orchidaceae,Serapias,Serapias,serapias cordigera || serapias vomeracea,seed set,Serapias cordigera,Serapias vomeracea,87.5,60.0,0.6857142857142857,0.3142857142857143,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,0.003887,True,False,False
Orchidaceae,Serapias,Serapias,serapias cordigera || serapias vomeracea,seed set,Serapias vomeracea,Serapias cordigera,92.0,79.0,0.8586956521739131,0.14130434782608692,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,0.003887,True,False,False
Caryophyllaceae,Silene,,silene diclinis || silene latifolia,seed set,Silene diclinis,Silene latifolia,0.69,0.675,0.9782608695652175,0.021739130434782483,18.0,540.0,-1.4771212547196626,1.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Caryophyllaceae,Silene,,silene diclinis || silene latifolia,seed set,Silene latifolia,Silene diclinis,0.74,0.54,0.7297297297297298,0.2702702702702702,540.0,18.0,1.4771212547196626,1.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Caryophyllaceae,Silene,Silene01,silene dioica || silene latifolia,pollen competition,Silene latifolia,Silene dioica,,,,,540.0,280.0,0.2852357284807492,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.012109,True,False,False
Caryophyllaceae,Silene,Silene01,silene dioica || silene latifolia,pollen competition,Silene dioica,Silene latifolia,,,,,280.0,540.0,-0.2852357284807492,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.012109,True,False,False
Caryophyllaceae,Silene,Silene02,silene pusilla || silene veselskyi,seed set,Silene pusilla,Silene veselskyi,38.4,37.5,0.9765625,0.0234375,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,0.007707,True,False,False
Caryophyllaceae,Silene,Silene02,silene pusilla || silene veselskyi,seed set,Silene veselskyi,Silene pusilla,27.7,39.2,1.4151624548736463,-0.41516245487364634,,,,4.0,4.0,perennial,perennial,mixed-mating,mixed-mating,0.007707,True,False,False
Brassicaceae,Sinalliaria,Sinalliaria,sinalliaria grandifolia || sinalliaria limprichtiana,fruit set,Sinalliaria limprichtiana,Sinalliaria grandifolia,0.79,0.08,0.10126582278481013,0.8987341772151899,,,,5.0,5.0,annual,annual,outcrossing,outcrossing,,True,False,False
Brassicaceae,Sinalliaria,Sinalliaria,sinalliaria grandifolia || sinalliaria limprichtiana,fruit set,Sinalliaria grandifolia,Sinalliaria limprichtiana,0.82,0.27,0.32926829268292684,0.6707317073170731,,,,5.0,5.0,annual,annual,outcrossing,outcrossing,,True,False,False
Solanaceae,Solanum,Solanum03,solanum berthaultii || solanum chacoense,seed set,Solanum berthaultii,Solanum chacoense,18.45,2.09,0.11327913279132791,0.886720867208672,123.0,106.2,0.06378059469394781,3.0,1.0,perennial,perennial,outcrossing,outcrossing,0.019258,True,True,True
Solanaceae,Solanum,Solanum03,solanum berthaultii || solanum chacoense,seed set,Solanum chacoense,Solanum berthaultii,86.955,92.61,1.0650336380886665,-0.06503363808866647,106.2,123.0,-0.06378059469394781,1.0,3.0,perennial,perennial,outcrossing,outcrossing,0.019258,True,True,True
Solanaceae,Solanum,,solanum berthaultii || solanum commersonii,seed set,Solanum berthaultii,Solanum commersonii,18.45,,,,123.0,106.0,0.06459924617462764,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum berthaultii || solanum commersonii,seed set,Solanum commersonii,Solanum berthaultii,124.62,142.4,1.142673728133526,-0.14267372813352597,106.0,123.0,-0.06459924617462764,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum berthaultii || solanum kurtzianum,seed set,Solanum berthaultii,Solanum kurtzianum,18.45,4.5,0.24390243902439027,0.7560975609756098,123.0,,,3.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum berthaultii || solanum kurtzianum,seed set,Solanum kurtzianum,Solanum berthaultii,58.24,45.92,0.7884615384615384,0.21153846153846156,,123.0,,4.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,Solanum01,solanum betaceum || solanum unilobum,seed number per fruit,Solanum betaceum,Solanum unilobum,56.5833333,0.264,0.004665684833381847,0.9953343151666182,342.0,116.0,0.4695681168292163,3.0,3.0,woody,woody,mixed-mating,outcrossing,0.0,True,True,True
Solanaceae,Solanum,Solanum01,solanum betaceum || solanum unilobum,seed number per fruit,Solanum unilobum,Solanum betaceum,41.4782609,8.0,0.19287211725889886,0.8071278827411011,116.0,342.0,-0.4695681168292163,3.0,3.0,woody,woody,outcrossing,mixed-mating,0.0,True,True,True
Solanaceae,Solanum,,solanum betaceum || solanum corymbiflorum,seed number per fruit,Solanum betaceum,Solanum corymbiflorum,56.5833333,0.045,0.0007952871875082693,0.9992047128124917,342.0,157.0,0.3381264536469013,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum corymbiflorum,seed number per fruit,Solanum corymbiflorum,Solanum betaceum,94.5,0.0,0.0,1.0,157.0,342.0,-0.3381264536469013,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum diploconos,seed number per fruit,Solanum betaceum,Solanum diploconos,56.5833333,0.0,0.0,1.0,342.0,120.0,0.4548448600085102,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum diploconos,seed number per fruit,Solanum diploconos,Solanum betaceum,105.529412,0.0,0.0,1.0,120.0,342.0,-0.4548448600085102,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum diversifolium,seed number per fruit,Solanum betaceum,Solanum diversifolium,56.5833333,0.0,0.0,1.0,342.0,130.0,0.42008275374929793,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum diversifolium,seed number per fruit,Solanum diversifolium,Solanum betaceum,6.57317073,0.0,0.0,1.0,130.0,342.0,-0.42008275374929793,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum obliquum,seed number per fruit,Solanum betaceum,Solanum obliquum,56.5833333,0.0,0.0,1.0,342.0,400.0,-0.06803388527182763,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum obliquum,seed number per fruit,Solanum obliquum,Solanum betaceum,,0.0,,,400.0,342.0,0.06803388527182763,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Solanaceae,Solanum,,solanum betaceum || solanum splendens,seed number per fruit,Solanum betaceum,Solanum splendens,56.5833333,0.0,0.0,1.0,342.0,77.0,0.647535380883653,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum betaceum || solanum splendens,seed number per fruit,Solanum splendens,Solanum betaceum,40.3448276,0.0,0.0,1.0,77.0,342.0,-0.647535380883653,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum berthaultii || solanum candolleanum,seed set,Solanum candolleanum,Solanum berthaultii,9.02,88.0,9.75609756097561,-8.75609756097561,88.0,123.0,-0.14542243928922938,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum berthaultii || solanum candolleanum,seed set,Solanum berthaultii,Solanum candolleanum,18.45,15.01,0.813550135501355,0.18644986449864498,123.0,88.0,0.14542243928922938,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum candolleanum || solanum chacoense,seed set,Solanum candolleanum,Solanum chacoense,9.02,5.255,0.5825942350332595,0.41740576496674053,88.0,106.2,-0.08164184459528157,3.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum candolleanum || solanum chacoense,seed set,Solanum chacoense,Solanum candolleanum,86.955,69.405,0.79817146800069,0.20182853199930995,106.2,88.0,0.08164184459528157,1.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum candolleanum || solanum commersonii,seed set,Solanum candolleanum,Solanum commersonii,9.02,24.6,2.7272727272727275,-1.7272727272727275,88.0,106.0,-0.08082319311460173,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum candolleanum || solanum commersonii,seed set,Solanum commersonii,Solanum candolleanum,124.62,97.2,0.7799711121810303,0.22002888781896968,106.0,88.0,0.08082319311460173,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum candolleanum || solanum kurtzianum,seed set,Solanum candolleanum,Solanum kurtzianum,9.02,3.33,0.369179600886918,0.6308203991130821,88.0,,,3.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum candolleanum || solanum kurtzianum,seed set,Solanum kurtzianum,Solanum candolleanum,58.24,18.56,0.31868131868131866,0.6813186813186813,,88.0,,4.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum candolleanum || solanum microdontum,seed set,Solanum candolleanum,Solanum microdontum,9.02,18.17,2.0144124168514415,-1.0144124168514415,88.0,96.0,-0.03778856088939975,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum candolleanum || solanum microdontum,seed set,Solanum microdontum,Solanum candolleanum,47.04,50.7,1.0778061224489797,-0.07780612244897966,96.0,88.0,0.03778856088939975,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum chacoense || solanum commersonii,seed set,Solanum chacoense,Solanum commersonii,52.871,0.01853,0.0003504756861039133,0.9996495243138961,106.2,106.0,0.0008186514806798328,1.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum chacoense || solanum commersonii,seed set,Solanum commersonii,Solanum chacoense,41.6587,0.7482,0.017960233996740176,0.9820397660032598,106.0,106.2,-0.0008186514806798328,3.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,Solanum02,solanum corymbiflorum || solanum diploconos,seed number per fruit,Solanum corymbiflorum,Solanum diploconos,94.5,7.34782609,0.07775477343915344,0.9222452265608465,157.0,120.0,0.1167184063616089,3.0,3.0,woody,woody,outcrossing,outcrossing,0.023304,True,True,True
Solanaceae,Solanum,Solanum02,solanum corymbiflorum || solanum diploconos,seed number per fruit,Solanum diploconos,Solanum corymbiflorum,105.529412,0.40909091,0.0038765582243555,0.9961234417756445,120.0,157.0,-0.1167184063616089,3.0,3.0,woody,woody,outcrossing,outcrossing,0.023304,True,True,True
Solanaceae,Solanum,,solanum corymbiflorum || solanum diversifolium,seed number per fruit,Solanum corymbiflorum,Solanum diversifolium,94.5,0.0,0.0,1.0,157.0,130.0,0.08195630010239663,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum corymbiflorum || solanum diversifolium,seed number per fruit,Solanum diversifolium,Solanum corymbiflorum,6.57317073,0.0,0.0,1.0,130.0,157.0,-0.08195630010239663,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum corymbiflorum || solanum splendens,seed number per fruit,Solanum corymbiflorum,Solanum splendens,94.5,0.0,0.0,1.0,157.0,77.0,0.30940892723675173,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum corymbiflorum || solanum splendens,seed number per fruit,Solanum splendens,Solanum corymbiflorum,40.3448276,0.0,0.0,1.0,77.0,157.0,-0.30940892723675173,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum corymbiflorum || solanum unilobum,seed number per fruit,Solanum corymbiflorum,Solanum unilobum,94.5,0.0,0.0,1.0,157.0,116.0,0.13144166318231498,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum corymbiflorum || solanum unilobum,seed number per fruit,Solanum unilobum,Solanum corymbiflorum,41.4782609,0.0,0.0,1.0,116.0,157.0,-0.13144166318231498,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diploconos || solanum diversifolium,seed number per fruit,Solanum diploconos,Solanum diversifolium,105.529412,0.0,0.0,1.0,120.0,130.0,-0.03476210625921228,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diploconos || solanum diversifolium,seed number per fruit,Solanum diversifolium,Solanum diploconos,6.57317073,0.0,0.0,1.0,130.0,120.0,0.03476210625921228,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diploconos || solanum splendens,seed number per fruit,Solanum diploconos,Solanum splendens,105.529412,0.0,0.0,1.0,120.0,77.0,0.19269052087514282,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diploconos || solanum splendens,seed number per fruit,Solanum splendens,Solanum diploconos,40.3448276,1.18181818,0.02929292923784857,0.9707070707621515,77.0,120.0,-0.19269052087514282,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diploconos || solanum unilobum,seed number per fruit,Solanum diploconos,Solanum unilobum,105.529412,0.0,0.0,1.0,120.0,116.0,0.014723256820706077,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diploconos || solanum unilobum,seed number per fruit,Solanum unilobum,Solanum diploconos,41.4782609,0.0,0.0,1.0,116.0,120.0,-0.014723256820706077,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diversifolium || solanum obliquum,seed number per fruit,Solanum diversifolium,Solanum obliquum,6.57317073,0.0,0.0,1.0,130.0,400.0,-0.48811663902112556,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diversifolium || solanum obliquum,seed number per fruit,Solanum obliquum,Solanum diversifolium,,,,,400.0,130.0,0.48811663902112556,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum diversifolium || solanum splendens,seed number per fruit,Solanum diversifolium,Solanum splendens,6.57317073,0.0,0.0,1.0,130.0,77.0,0.2274526271343551,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diversifolium || solanum splendens,seed number per fruit,Solanum splendens,Solanum diversifolium,40.3448276,0.0,0.0,1.0,77.0,130.0,-0.2274526271343551,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diversifolium || solanum unilobum,seed number per fruit,Solanum diversifolium,Solanum unilobum,6.57317073,0.0,0.0,1.0,130.0,116.0,0.049485363079918354,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum diversifolium || solanum unilobum,seed number per fruit,Solanum unilobum,Solanum diversifolium,41.4782609,0.0,0.0,1.0,116.0,130.0,-0.049485363079918354,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum chacoense || solanum kurtzianum,seed set,Solanum kurtzianum,Solanum chacoense,58.24,12.98,0.22287087912087913,0.7771291208791209,,106.2,,4.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum chacoense || solanum kurtzianum,seed set,Solanum chacoense,Solanum kurtzianum,86.955,49.26,0.5664999137484906,0.4335000862515094,106.2,,,1.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum commersonii || solanum kurtzianum,seed set,Solanum kurtzianum,Solanum commersonii,58.24,90.75,1.5582074175824174,-0.5582074175824174,,106.0,,4.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum commersonii || solanum kurtzianum,seed set,Solanum commersonii,Solanum kurtzianum,124.62,51.6,0.41405873856523834,0.5859412614347617,106.0,,,3.0,4.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,Solanum04,solanum kurtzianum || solanum microdontum,seed set,Solanum microdontum,Solanum kurtzianum,47.04,15.18,0.3227040816326531,0.6772959183673469,96.0,,,3.0,4.0,perennial,perennial,outcrossing,outcrossing,0.064247,True,False,False
Solanaceae,Solanum,Solanum04,solanum kurtzianum || solanum microdontum,seed set,Solanum kurtzianum,Solanum microdontum,58.24,39.2,0.6730769230769231,0.32692307692307687,,96.0,,4.0,3.0,perennial,perennial,outcrossing,outcrossing,0.064247,True,False,False
Solanaceae,Solanum,,solanum berthaultii || solanum microdontum,seed set,Solanum microdontum,Solanum berthaultii,47.04,37.4,0.7950680272108843,0.20493197278911568,96.0,123.0,-0.10763387839982963,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum berthaultii || solanum microdontum,seed set,Solanum berthaultii,Solanum microdontum,18.45,9.45,0.5121951219512195,0.4878048780487805,123.0,96.0,0.10763387839982963,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum chacoense || solanum microdontum,seed set,Solanum microdontum,Solanum chacoense,47.04,24.38,0.51828231292517,0.48171768707483,96.0,106.2,-0.04385328370588182,3.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum chacoense || solanum microdontum,seed set,Solanum chacoense,Solanum microdontum,86.955,58.18,0.6690817089299063,0.33091829107009374,106.2,96.0,0.04385328370588182,1.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum commersonii || solanum microdontum,seed set,Solanum microdontum,Solanum commersonii,47.04,47.31,1.0057397959183674,-0.005739795918367374,96.0,106.0,-0.043034632225201985,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum commersonii || solanum microdontum,seed set,Solanum commersonii,Solanum microdontum,124.62,79.21,0.6356122612742737,0.3643877387257263,106.0,96.0,0.043034632225201985,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum obliquum || solanum unilobum,seed number per fruit,Solanum obliquum,Solanum unilobum,,,,,400.0,116.0,0.5376020021010439,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum obliquum || solanum unilobum,seed number per fruit,Solanum unilobum,Solanum obliquum,41.4782609,0.0,0.0,1.0,116.0,400.0,-0.5376020021010439,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum corymbiflorum || solanum roseum,seed number per fruit,Solanum roseum,Solanum corymbiflorum,,0.0,,,400.0,157.0,0.40616033891872894,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum corymbiflorum || solanum roseum,seed number per fruit,Solanum corymbiflorum,Solanum roseum,94.5,0.0,0.0,1.0,157.0,400.0,-0.40616033891872894,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum diversifolium || solanum roseum,seed number per fruit,Solanum roseum,Solanum diversifolium,,0.0,,,400.0,130.0,0.48811663902112556,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum diversifolium || solanum roseum,seed number per fruit,Solanum diversifolium,Solanum roseum,6.57317073,0.0,0.0,1.0,130.0,400.0,-0.48811663902112556,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum roseum || solanum unilobum,seed number per fruit,Solanum roseum,Solanum unilobum,,0.0,,,400.0,116.0,0.5376020021010439,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum roseum || solanum unilobum,seed number per fruit,Solanum unilobum,Solanum roseum,41.4782609,0.0,0.0,1.0,116.0,400.0,-0.5376020021010439,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum roseum || solanum splendens,seed number per fruit,Solanum roseum,Solanum splendens,,0.0,,,400.0,77.0,0.7155692661554807,3.0,3.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum roseum || solanum splendens,seed number per fruit,Solanum splendens,Solanum roseum,40.3448276,0.0,0.0,1.0,77.0,400.0,-0.7155692661554807,3.0,3.0,woody,woody,outcrossing,mixed-mating,,False,True,False
Solanaceae,Solanum,,solanum obliquum || solanum splendens,seed number per fruit,Solanum splendens,Solanum obliquum,40.3448276,0.0,0.0,1.0,77.0,400.0,-0.7155692661554807,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum obliquum || solanum splendens,seed number per fruit,Solanum obliquum,Solanum splendens,,,,,400.0,77.0,0.7155692661554807,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,False,False
Solanaceae,Solanum,,solanum splendens || solanum unilobum,seed number per fruit,Solanum splendens,Solanum unilobum,40.3448276,0.0,0.0,1.0,77.0,116.0,-0.17796726405443675,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
Solanaceae,Solanum,,solanum splendens || solanum unilobum,seed number per fruit,Solanum unilobum,Solanum splendens,41.4782609,0.0,0.0,1.0,116.0,77.0,0.17796726405443675,3.0,3.0,woody,woody,outcrossing,outcrossing,,False,True,False
