family,genus,PI_name,pair_key,measure,maternal_species,paternal_species,intra_maternal,inter_cross,success_ratio_inter_over_intra,directional_RI,maternal_ovules,paternal_ovules,signed_log10_ovule_ratio_maternal_minus_paternal,maternal_confidence,paternal_confidence,maternal_life_history,paternal_life_history,maternal_mating_system,paternal_mating_system,K2P_Distance,is_PI_from_PI_name,direction_complete_no_K2P,direction_complete_with_K2P
Phrymaceae,Erythranthe,Erythranthe03,erythranthe cuprea || erythranthe lutea,seed number per fruit,Erythranthe cuprea,Erythranthe lutea,55.0,52.0,0.9454545454545454,0.054545454545454564,144.0,2140.32,-1.1721162176299447,3.0,1.0,annual,perennial,mixed-mating,mixed-mating,0.004343,True,True,True
Phrymaceae,Erythranthe,,erythranthe minor || erythranthe tilingii,seed number per fruit,Erythranthe minor,Erythranthe tilingii,0.92,0.01,0.010869565217391304,0.9891304347826086,500.0,397.0,0.10017949757290356,3.0,1.0,perennial,perennial,mixed-mating,outcrossing,,False,True,False
Phrymaceae,Erythranthe,,erythranthe minor || erythranthe tilingii,seed number per fruit,Erythranthe tilingii,Erythranthe minor,0.91,0.76,0.8351648351648352,0.1648351648351648,397.0,500.0,-0.10017949757290356,1.0,3.0,perennial,perennial,outcrossing,mixed-mating,,False,True,False
Phrymaceae,Erythranthe,Erythranthe04,erythranthe lewisii || erythranthe verbenacea,pollen competition,Erythranthe verbenacea,Erythranthe lewisii,,,,,1000.0,561.0,0.2510371387438384,3.0,1.0,perennial,perennial,mixed-mating,mixed-mating,0.003872,True,False,False
Phrymaceae,Erythranthe,Erythranthe04,erythranthe lewisii || erythranthe verbenacea,pollen competition,Erythranthe lewisii,Erythranthe verbenacea,,,,,561.0,1000.0,-0.2510371387438384,1.0,3.0,perennial,perennial,mixed-mating,mixed-mating,0.003872,True,False,False
Myrtaceae,Eucalyptus,,eucalyptus archeri || eucalyptus nitens,seed set,Eucalyptus archeri,Eucalyptus nitens,4.1,0.4,0.09756097560975611,0.9024390243902439,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus archeri || eucalyptus nitens,seed set,Eucalyptus nitens,Eucalyptus archeri,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus barberi || eucalyptus nitens,seed set,Eucalyptus barberi,Eucalyptus nitens,3.8,5.1,1.3421052631578947,-0.3421052631578947,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus barberi || eucalyptus nitens,seed set,Eucalyptus nitens,Eucalyptus barberi,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus cordata || eucalyptus nitens,seed set,Eucalyptus cordata,Eucalyptus nitens,1.2,0.0,0.0,1.0,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus cordata || eucalyptus nitens,seed set,Eucalyptus nitens,Eucalyptus cordata,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus dalrympleana || eucalyptus nitens,seed set,Eucalyptus dalrympleana,Eucalyptus nitens,0.4,0.2,0.5,0.5,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus dalrympleana || eucalyptus nitens,seed set,Eucalyptus nitens,Eucalyptus dalrympleana,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,Eucalyptus,eucalyptus globulus || eucalyptus nitens,seed set,Eucalyptus globulus,Eucalyptus nitens,23.7,0.0,0.0,1.0,261.028,30.7,0.9295487203410415,1.0,1.0,woody,woody,mixed-mating,outcrossing,0.007722,True,True,True
Myrtaceae,Eucalyptus,Eucalyptus,eucalyptus globulus || eucalyptus nitens,seed set,Eucalyptus nitens,Eucalyptus globulus,9.0,5.4,0.6000000000000001,0.3999999999999999,30.7,261.028,-0.9295487203410415,1.0,1.0,woody,woody,outcrossing,mixed-mating,0.007722,True,True,True
Myrtaceae,Eucalyptus,,eucalyptus gunnii || eucalyptus nitens,seed set,Eucalyptus gunnii,Eucalyptus nitens,6.3,1.1,0.17460317460317462,0.8253968253968254,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus gunnii || eucalyptus nitens,seed set,Eucalyptus nitens,Eucalyptus gunnii,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus morrisbyi || eucalyptus nitens,seed set,Eucalyptus morrisbyi,Eucalyptus nitens,9.2,6.9,0.7500000000000001,0.2499999999999999,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus morrisbyi || eucalyptus nitens,seed set,Eucalyptus nitens,Eucalyptus morrisbyi,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus globulus || eucalyptus ovata,seed number per fruit,Eucalyptus ovata,Eucalyptus globulus,4.8,5.4,1.1250000000000002,-0.12500000000000022,,261.028,,4.0,1.0,woody,woody,mixed-mating,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus globulus || eucalyptus ovata,seed number per fruit,Eucalyptus globulus,Eucalyptus ovata,8.4,,,,261.028,,,1.0,4.0,woody,woody,mixed-mating,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus ovata,seed set,Eucalyptus ovata,Eucalyptus nitens,0.7,0.1,0.14285714285714288,0.8571428571428571,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus ovata,seed set,Eucalyptus nitens,Eucalyptus ovata,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus urnigera,seed set,Eucalyptus urnigera,Eucalyptus nitens,3.3,0.0,0.0,1.0,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus urnigera,seed set,Eucalyptus nitens,Eucalyptus urnigera,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus vernicosa,seed set,Eucalyptus vernicosa,Eucalyptus nitens,0.4,0.0,0.0,1.0,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus vernicosa,seed set,Eucalyptus nitens,Eucalyptus vernicosa,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus viminalis,seed set,Eucalyptus viminalis,Eucalyptus nitens,0.5,0.3,0.6,0.4,,30.7,,4.0,1.0,woody,woody,mixed-mating,outcrossing,,False,False,False
Myrtaceae,Eucalyptus,,eucalyptus nitens || eucalyptus viminalis,seed set,Eucalyptus nitens,Eucalyptus viminalis,,,,,30.7,,,1.0,4.0,woody,woody,outcrossing,mixed-mating,,False,False,False
Orchidaceae,Gymnadenia,Gymnadenia,gymnadenia conopsea || gymnadenia odoratissima,seed set,Gymnadenia conopsea,Gymnadenia odoratissima,0.8612706,0.77793222,0.9032378674019523,0.09676213259804767,2000.0,,,3.0,5.0,perennial,perennial,mixed-mating,mixed-mating,0.0,True,False,False
Orchidaceae,Gymnadenia,Gymnadenia,gymnadenia conopsea || gymnadenia odoratissima,seed set,Gymnadenia odoratissima,Gymnadenia conopsea,0.90631833,0.78238496,0.8632562468421002,0.13674375315789977,,2000.0,,5.0,3.0,perennial,perennial,mixed-mating,mixed-mating,0.0,True,False,False
Orchidaceae,Habenaria,,habenaria davidii || habenaria fordii,seed set,Habenaria davidii,Habenaria fordii,67.48,0.0,0.0,1.0,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Orchidaceae,Habenaria,,habenaria davidii || habenaria fordii,seed set,Habenaria fordii,Habenaria davidii,60.85,0.0,0.0,1.0,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Orchidaceae,Habenaria,,habenaria davidii || habenaria delavayi,seed set,Habenaria davidii,Habenaria delavayi,0.81,0.0,0.0,1.0,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Orchidaceae,Habenaria,,habenaria davidii || habenaria delavayi,seed set,Habenaria delavayi,Habenaria davidii,0.69,0.0,0.0,1.0,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Orchidaceae,Habenaria,Habenaria,habenaria davidii || habenaria limprichtii,seed set,Habenaria limprichtii,Habenaria davidii,0.77,0.68,0.8831168831168832,0.11688311688311681,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,0.003861,True,False,False
Orchidaceae,Habenaria,Habenaria,habenaria davidii || habenaria limprichtii,seed set,Habenaria davidii,Habenaria limprichtii,0.81,0.79,0.9753086419753086,0.024691358024691357,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,0.003861,True,False,False
Orchidaceae,Habenaria,,habenaria delavayi || habenaria limprichtii,seed set,Habenaria limprichtii,Habenaria delavayi,0.77,0.0,0.0,1.0,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Orchidaceae,Habenaria,,habenaria delavayi || habenaria limprichtii,seed set,Habenaria delavayi,Habenaria limprichtii,0.69,0.0,0.0,1.0,,,,5.0,5.0,perennial,perennial,mixed-mating,mixed-mating,,False,False,False
Asteraceae,Helianthus,,helianthus grosseserratus || helianthus mollis,pollen competition,Helianthus grosseserratus,Helianthus mollis,,,,,1.0,1.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Asteraceae,Helianthus,,helianthus grosseserratus || helianthus mollis,pollen competition,Helianthus mollis,Helianthus grosseserratus,,,,,1.0,1.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,,False,False,False
Asteraceae,Helianthus,Helianthus02,helianthus mollis || helianthus occidentalis,pollen competition,Helianthus mollis,Helianthus occidentalis,,,,,1.0,1.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.007794,True,False,False
Asteraceae,Helianthus,Helianthus02,helianthus mollis || helianthus occidentalis,pollen competition,Helianthus occidentalis,Helianthus mollis,,,,,1.0,1.0,0.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.007794,True,False,False
Asteraceae,Helianthus,Helianthus01,helianthus annuus || helianthus petiolaris,pollen competition,Helianthus petiolaris,Helianthus annuus,,,,,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,0.003857,True,False,False
Asteraceae,Helianthus,Helianthus01,helianthus annuus || helianthus petiolaris,pollen competition,Helianthus annuus,Helianthus petiolaris,,,,,1.0,1.0,0.0,1.0,1.0,annual,annual,outcrossing,outcrossing,0.003857,True,False,False
Asphodelaceae,Hemerocallis,Hemerocallis,hemerocallis citrina || hemerocallis fulva,seed set,Hemerocallis fulva,Hemerocallis citrina,0.24,0.11,0.45833333333333337,0.5416666666666666,29.68,36.94,-0.09503299449723324,1.0,1.0,perennial,perennial,outcrossing,outcrossing,,True,True,False
Asphodelaceae,Hemerocallis,Hemerocallis,hemerocallis citrina || hemerocallis fulva,seed set,Hemerocallis citrina,Hemerocallis fulva,0.21,0.22,1.0476190476190477,-0.04761904761904767,36.94,29.68,0.09503299449723324,1.0,1.0,perennial,perennial,outcrossing,outcrossing,,True,True,False
Malvaceae,Hibiscus,Hibiscus,hibiscus laevis || hibiscus moscheutos,pollen competition,Hibiscus moscheutos,Hibiscus laevis,,,,,130.0,75.0,0.23888208891513685,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,0.0,True,False,False
Malvaceae,Hibiscus,Hibiscus,hibiscus laevis || hibiscus moscheutos,pollen competition,Hibiscus laevis,Hibiscus moscheutos,,,,,75.0,130.0,-0.23888208891513685,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,0.0,True,False,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum canadense,fruit set,Hydrophyllum appendiculatum,Hydrophyllum canadense,89.0,0.0,0.0,1.0,1.0,4.0,-0.6020599913279624,1.0,1.0,annual,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum canadense,fruit set,Hydrophyllum canadense,Hydrophyllum appendiculatum,70.0,0.0,0.0,1.0,4.0,1.0,0.6020599913279624,1.0,1.0,perennial,annual,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum capitatum,fruit set,Hydrophyllum appendiculatum,Hydrophyllum capitatum,89.0,0.0,0.0,1.0,1.0,4.0,-0.6020599913279624,1.0,2.0,annual,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum capitatum,fruit set,Hydrophyllum capitatum,Hydrophyllum appendiculatum,78.666666,0.0,0.0,1.0,4.0,1.0,0.6020599913279624,2.0,1.0,perennial,annual,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum fendleri,fruit set,Hydrophyllum appendiculatum,Hydrophyllum fendleri,89.0,0.0,0.0,1.0,1.0,4.0,-0.6020599913279624,1.0,2.0,annual,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum fendleri,fruit set,Hydrophyllum fendleri,Hydrophyllum appendiculatum,71.0,0.0,0.0,1.0,4.0,1.0,0.6020599913279624,2.0,1.0,perennial,annual,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum macrophyllum,fruit set,Hydrophyllum appendiculatum,Hydrophyllum macrophyllum,89.0,0.0,0.0,1.0,1.0,4.0,-0.6020599913279624,1.0,2.0,annual,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum macrophyllum,fruit set,Hydrophyllum macrophyllum,Hydrophyllum appendiculatum,42.0,0.0,0.0,1.0,4.0,1.0,0.6020599913279624,2.0,1.0,perennial,annual,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum occidentale,fruit set,Hydrophyllum appendiculatum,Hydrophyllum occidentale,89.0,0.0,0.0,1.0,1.0,4.0,-0.6020599913279624,1.0,2.0,annual,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum occidentale,fruit set,Hydrophyllum occidentale,Hydrophyllum appendiculatum,32.0,0.0,0.0,1.0,4.0,1.0,0.6020599913279624,2.0,1.0,perennial,annual,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum tenuipes,fruit set,Hydrophyllum appendiculatum,Hydrophyllum tenuipes,89.0,0.0,0.0,1.0,1.0,4.0,-0.6020599913279624,1.0,2.0,annual,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum tenuipes,fruit set,Hydrophyllum tenuipes,Hydrophyllum appendiculatum,66.0,0.0,0.0,1.0,4.0,1.0,0.6020599913279624,2.0,1.0,perennial,annual,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum virginianum,fruit set,Hydrophyllum appendiculatum,Hydrophyllum virginianum,89.0,0.0,0.0,1.0,1.0,4.0,-0.6020599913279624,1.0,1.0,annual,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum appendiculatum || hydrophyllum virginianum,fruit set,Hydrophyllum virginianum,Hydrophyllum appendiculatum,61.0,0.0,0.0,1.0,4.0,1.0,0.6020599913279624,1.0,1.0,perennial,annual,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum,hydrophyllum canadense || hydrophyllum virginianum,fruit set,Hydrophyllum canadense,Hydrophyllum virginianum,70.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum,hydrophyllum canadense || hydrophyllum virginianum,fruit set,Hydrophyllum virginianum,Hydrophyllum canadense,61.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,True,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum capitatum,fruit set,Hydrophyllum canadense,Hydrophyllum capitatum,70.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum capitatum,fruit set,Hydrophyllum capitatum,Hydrophyllum canadense,78.666666,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum fendleri,fruit set,Hydrophyllum canadense,Hydrophyllum fendleri,70.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum fendleri,fruit set,Hydrophyllum fendleri,Hydrophyllum canadense,71.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum macrophyllum,fruit set,Hydrophyllum canadense,Hydrophyllum macrophyllum,70.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum macrophyllum,fruit set,Hydrophyllum macrophyllum,Hydrophyllum canadense,42.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum occidentale,fruit set,Hydrophyllum canadense,Hydrophyllum occidentale,70.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum occidentale,fruit set,Hydrophyllum occidentale,Hydrophyllum canadense,32.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum tenuipes,fruit set,Hydrophyllum canadense,Hydrophyllum tenuipes,70.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum canadense || hydrophyllum tenuipes,fruit set,Hydrophyllum tenuipes,Hydrophyllum canadense,66.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum fendleri,fruit set,Hydrophyllum capitatum,Hydrophyllum fendleri,78.666666,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum fendleri,fruit set,Hydrophyllum fendleri,Hydrophyllum capitatum,71.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum macrophyllum,fruit set,Hydrophyllum capitatum,Hydrophyllum macrophyllum,78.666666,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum macrophyllum,fruit set,Hydrophyllum macrophyllum,Hydrophyllum capitatum,42.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum occidentale,fruit set,Hydrophyllum capitatum,Hydrophyllum occidentale,78.666666,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum occidentale,fruit set,Hydrophyllum occidentale,Hydrophyllum capitatum,32.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum tenuipes,fruit set,Hydrophyllum capitatum,Hydrophyllum tenuipes,78.666666,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum tenuipes,fruit set,Hydrophyllum tenuipes,Hydrophyllum capitatum,66.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum virginianum,fruit set,Hydrophyllum capitatum,Hydrophyllum virginianum,78.666666,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum capitatum || hydrophyllum virginianum,fruit set,Hydrophyllum virginianum,Hydrophyllum capitatum,61.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum macrophyllum,fruit set,Hydrophyllum fendleri,Hydrophyllum macrophyllum,71.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum macrophyllum,fruit set,Hydrophyllum macrophyllum,Hydrophyllum fendleri,42.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum occidentale,fruit set,Hydrophyllum fendleri,Hydrophyllum occidentale,71.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum occidentale,fruit set,Hydrophyllum occidentale,Hydrophyllum fendleri,32.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum tenuipes,fruit set,Hydrophyllum fendleri,Hydrophyllum tenuipes,71.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum tenuipes,fruit set,Hydrophyllum tenuipes,Hydrophyllum fendleri,66.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum virginianum,fruit set,Hydrophyllum fendleri,Hydrophyllum virginianum,71.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum fendleri || hydrophyllum virginianum,fruit set,Hydrophyllum virginianum,Hydrophyllum fendleri,61.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum macrophyllum || hydrophyllum occidentale,fruit set,Hydrophyllum macrophyllum,Hydrophyllum occidentale,42.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum macrophyllum || hydrophyllum occidentale,fruit set,Hydrophyllum occidentale,Hydrophyllum macrophyllum,32.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum macrophyllum || hydrophyllum tenuipes,fruit set,Hydrophyllum macrophyllum,Hydrophyllum tenuipes,42.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum macrophyllum || hydrophyllum tenuipes,fruit set,Hydrophyllum tenuipes,Hydrophyllum macrophyllum,66.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum macrophyllum || hydrophyllum virginianum,fruit set,Hydrophyllum macrophyllum,Hydrophyllum virginianum,42.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum macrophyllum || hydrophyllum virginianum,fruit set,Hydrophyllum virginianum,Hydrophyllum macrophyllum,61.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum occidentale || hydrophyllum tenuipes,fruit set,Hydrophyllum occidentale,Hydrophyllum tenuipes,32.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum occidentale || hydrophyllum tenuipes,fruit set,Hydrophyllum tenuipes,Hydrophyllum occidentale,66.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum occidentale || hydrophyllum virginianum,fruit set,Hydrophyllum occidentale,Hydrophyllum virginianum,32.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
Boraginaceae,Hydrophyllum,,hydrophyllum occidentale || hydrophyllum virginianum,fruit set,Hydrophyllum virginianum,Hydrophyllum occidentale,61.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,perennial,perennial,mixed-mating,mixed-mating,,False,True,False
