i,j,O_i,O_j,K_i,K_j,F_i,F_j,G,D,dlogO,GxdlogO,A_sobelchen,A_oneminus_hc
59,37,9.81088985725043,12.879354785870953,3.192609487827997,2.7864608566046734,1.229674403712352,1.1643094721059848,0.09341442739034134,0.4670721369517067,0.27213264649348945,0.025421115346407498,0.014131495286057394,0.017455793350017457
77,28,5160.7161600383815,5893.376717502729,0.13920185197098706,0.13026204696420243,0.13014372799156962,0.12229673541791396,0.22525297374257108,1.1262648687128554,0.1327537695134513,0.02990318135844078,0.004396638893820096,0.007666674280111252
16,19,960.4446286673391,314.29036775894906,0.3226738968420923,0.5640718988663178,0.2778469222741942,0.43998134304714104,0.2553320030345279,1.2766600151726395,-1.1170790354133606,-0.2852260276599717,-0.09817315737523696,-0.13113748886747478
42,8,48.30827063779244,12426.356496905111,1.4387629798450803,0.0897073640450797,0.8367910136742823,0.0858563888787105,0.17228948736661207,0.8614474368330604,5.549972239070474,0.9562018719683801,0.30862544492835725,0.4423701544152471
11,71,222.12123672915587,11.526834629697348,0.6709728672574028,2.94540465402414,0.5024183326477355,1.1911683108185804,0.26584235474120155,1.3292117737060076,-2.958545581027947,-0.7865067238696457,-0.33731710440696366,-0.30753170017728004
15,29,2839.1502326771993,6.54739708296417,0.18767473580055763,3.908099926638921,0.1715746246270746,1.3229633808384866,0.12486473810908973,0.6243236905454487,-6.072192493783599,-0.7582027254842696,-0.3374910250798672,-0.4606039251580455
26,75,17.467667736301486,1619.8580988616181,2.392668537385671,0.24846287957947188,1.0893917977292618,0.2210068770412093,0.12522514982460795,0.6261257491230398,4.529742216931033,0.5672376477820403,0.2593339446917729,0.3652132886095777
37,34,12.879354785870953,104.91190277654344,2.7864608566046734,0.9763097311638257,1.1643094721059848,0.656053851480074,0.05002225078761792,0.2501112539380896,2.0974953516497075,0.1049214385060845,0.06272351378832343,0.10130761857996917
108,53,19780.62210767881,2.736724697276908,0.0711017069289636,6.044834908564161,0.06866075836941243,1.5027865648626568,0.16407745408282476,0.8203872704141237,-8.885696216608,-1.457942412974429,-0.520483171924795,-0.6537728760130649
47,41,2.3363551250908765,12.708837079423446,6.542301761997848,2.8050918982538247,1.5317421332743353,1.1675497400052632,0.1129831201492739,0.5649156007463695,1.6937055083715036,0.19136013294982462,0.08920941051047643,0.09615200716879557
13,16,25.25022536746327,960.4446286673391,1.9900654993306204,0.3226738968420923,0.9975101910805609,0.2778469222741942,0.1538669043220323,0.7693345216101615,3.638561250974959,0.5598541558736182,0.2594511198320739,0.34333477291465453
109,118,7.535141742564827,555.8391659568556,3.6429590288862137,0.4241558170244208,1.2911520392893043,0.3499410508562601,0.1833444110483699,0.9167220552418496,4.300901339417749,0.7885462230526924,0.37216107205189336,0.41940321977262207
68,76,7657.041530303628,187.8217141024258,0.11427980711231808,0.7296710237396979,0.10810282227346377,0.5346219506994184,0.12898743199008958,0.6449371599504479,-3.7078877812944198,-0.4782709230165981,-0.13586522107387333,-0.22429162939086478
13,71,25.25022536746327,11.526834629697348,1.9900654993306204,2.94540465402414,0.9975101910805609,1.1911683108185804,0.06335714592304034,0.3167857296152017,-0.7841573179532593,-0.04968196962018459,-0.02976847847824121,-0.04338225224312242
9,36,614.5601090011195,987.3688568312764,0.40338320901609115,0.3182440462872048,0.33567947674996873,0.27455612086819775,0.14379620353598124,0.7189810176799062,0.47413694278524954,0.06817909232867564,0.021710164766595832,0.03529284637464136
10,23,59.841502682878094,172.00013324926263,1.2927029941180554,0.7624925563096768,0.785192588841013,0.5520322974757735,0.14176350847336205,0.7088175423668103,1.0557958064881268,0.1496733177592197,0.07812515036173029,0.10300552308306943
109,7,7.535141742564827,6.608848453764152,3.6429590288862137,3.889888056716178,1.2911520392893043,1.3208699449832768,0.1492954322674378,0.746477161337189,-0.13116821718137306,-0.019582815683842254,-0.008823783921393047,-0.008368482948828748
67,44,494.99227922333824,8424.95037102489,0.4494700803003817,0.10894726302774776,0.36699372971746,0.10331909662960058,0.19751444019121123,0.9875722009560561,2.834410699605236,0.5598370426045076,0.12828512237780762,0.20701680680977497
81,94,16377.007387100133,884.9771408402388,0.07814167702676433,0.336150664066155,0.0752034164856008,0.2877816651440388,0.1313360127075207,0.6566800635376036,-2.918071826400004,-0.38324791847352907,-0.06952275104006991,-0.12401234271338624
