family,genus,species1,species2,duplicate,remove,PI_name,intraspecific_value_sp1,intraspecific_value_sp2,interspecific_value_sp1_sp2,interspecific_value_sp2_sp1,sp1_hybrid_proportion,sp2_hybrid_proportion,RI,measure,remove_flag,is_PI_from_PI_name,sp1_key,sp2_key,pair_key,ovule_sp1,ovule_sp2,confidence_sp1,confidence_sp2,life_history_sp1,life_history_sp2,mating_system_sp1,mating_system_sp2,gd_rows,gd_nonmissing,K2P_Distance,K2P_min,K2P_max,has_both_ovule_numbers,has_nonmissing_K2P,model_ready_PI_K2P_ovules,mean_log10_ovules,abs_log10_ovule_difference,signed_log10_ovule_ratio_sp1_minus_sp2,best_confidence_pair
Ericaceae,Rhododendron,Rhododendron spiciferum,Rhododendron spinuliferum,no,no,Rhododendron01,0.6925,0.7155,0.7245,0.7985,,,-0.0392,seed set,False,True,rhododendron spiciferum,rhododendron spinuliferum,rhododendron spiciferum || rhododendron spinuliferum,595.0,1350.0,1.0,1.0,woody,woody,mixed-mating,mixed-mating,1.0,1.0,0.015637,0.015637,0.015637,True,True,True,2.9524253671117777,0.35581680276645633,-0.35581680276645633,1.0
Zingiberaceae,Roscoea,Roscoea purpurea,Roscoea tumjensis,no,no,Roscoea,0.555,0.377,0.522,0.437,,,-0.0143,seed set,False,True,roscoea purpurea,roscoea tumjensis,roscoea purpurea || roscoea tumjensis,31.5,45.95,3.0,1.0,perennial,perennial,mixed-mating,mixed-mating,1.0,1.0,0.033639,0.033639,0.033639,True,True,True,1.5802980347558653,0.1639749619325297,-0.1639749619325297,3.0
Alismataceae,Sagittaria,Sagittaria pygmaea,Sagittaria trifolia,no,no,Sagittaria,90.62,80.44,0.47,0.39,,,0.99,seed set,False,True,sagittaria pygmaea,sagittaria trifolia,sagittaria pygmaea || sagittaria trifolia,1.0,1.0,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,1.0,1.0,0.064646,0.064646,0.064646,True,True,True,0.0,0.0,0.0,1.0
Salicaceae,Salix,Salix amygdaloides,Salix exigua,no,no,Salix01,100.0,70.58823529,0.0,0.0,,,1.0,fruit set,False,True,salix amygdaloides,salix exigua,salix amygdaloides || salix exigua,17.0,21.0,1.0,1.0,woody,woody,outcrossing,outcrossing,1.0,1.0,0.072591,0.072591,0.072591,True,True,True,1.2763341080560966,0.09177037335564542,-0.09177037335564542,1.0
Salicaceae,Salix,Salix eriocephala,Salix lucida,no,no,Salix02,94.73684211,88.23529412,0.0,0.0,,,1.0,fruit set,False,True,salix eriocephala,salix lucida,salix eriocephala || salix lucida,14.0,21.0,1.0,1.0,woody,woody,outcrossing,outcrossing,1.0,1.0,0.027182,0.027182,0.027182,True,True,True,1.2341736652060786,0.17609125905568135,-0.17609125905568135,1.0
Lamiaceae,Salvia,Salvia digitaloides,Salvia flava,no,no,Salvia01,3.0,3.0,1.0,2.0,,,0.3333,seed set,False,True,salvia digitaloides,salvia flava,salvia digitaloides || salvia flava,4.0,4.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,1.0,1.0,0.003922,0.003922,0.003922,True,True,True,0.6020599913279624,0.0,0.0,1.0
Lamiaceae,Salvia,Salvia elegans,Salvia fulgens,no,no,Salvia02,0.668,0.199,0.084,0.0004,,,0.8226,seed set,False,True,salvia elegans,salvia fulgens,salvia elegans || salvia fulgens,4.0,4.0,1.0,1.0,woody,woody,mixed-mating,mixed-mating,1.0,1.0,0.086485,0.086485,0.086485,True,True,True,0.6020599913279624,0.0,0.0,1.0
Caryophyllaceae,Schiedea,Schiedea globosa,Schiedea menziesii,no,no,Schiedea01,26.6,,26.65,,,,-0.0009,seed number per fruit,False,True,schiedea globosa,schiedea menziesii,schiedea globosa || schiedea menziesii,49.0,45.8,1.0,1.0,woody,woody,outcrossing,mixed-mating,1.0,1.0,0.0,0.0,0.0,True,True,True,1.6755307790161913,0.029330602024644437,0.029330602024644437,1.0
Caryophyllaceae,Schiedea,Schiedea kealiae,Schiedea kaalae,no,no,Schiedea02,15.0,,17.4,,,,-0.0741,seed number per fruit,False,True,schiedea kealiae,schiedea kaalae,schiedea kaalae || schiedea kealiae,10.7,12.5,1.0,1.0,woody,perennial,outcrossing,outcrossing,1.0,1.0,0.016045,0.016045,0.016045,True,True,True,1.063146895346633,0.06752623532284674,-0.06752623532284674,1.0
Solanaceae,Schizanthus,Schizanthus hookeri,Schizanthus grahamii,no,no,Schizanthus,9.198,38.16,0.0,0.0,,,1.0,seed set,False,True,schizanthus hookeri,schizanthus grahamii,schizanthus grahamii || schizanthus hookeri,29.36,46.33,1.0,1.0,annual,annual,mixed-mating,selfing,1.0,1.0,0.015505,0.015505,0.015505,True,True,True,1.566809175723594,0.19810624895912232,-0.19810624895912232,1.0
Asteraceae,Senecio,Senecio squalidus,Senecio glaucus,no,no,Senecio,,,,,0.48,0.351,0.169,pollen competition,False,True,senecio squalidus,senecio glaucus,senecio glaucus || senecio squalidus,1.0,1.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,1.0,1.0,0.003861,0.003861,0.003861,True,True,True,0.0,0.0,0.0,1.0
Caryophyllaceae,Silene,Silene latifolia,Silene dioica,yes2,no,Silene01,,,,,0.18,0.51,0.31,pollen competition,False,True,silene latifolia,silene dioica,silene dioica || silene latifolia,540.0,280.0,1.0,1.0,perennial,perennial,outcrossing,outcrossing,2.0,2.0,0.012109,0.012109,0.012109,True,True,True,2.589775895582594,0.2852357284807492,0.2852357284807492,1.0
Solanaceae,Solanum,Solanum berthaultii,Solanum chacoense,no,no,Solanum03,18.45,86.955,2.09,92.61,,,0.0535,seed set,False,True,solanum berthaultii,solanum chacoense,solanum berthaultii || solanum chacoense,123.0,106.2,3.0,1.0,perennial,perennial,outcrossing,outcrossing,1.0,1.0,0.019258,0.019258,0.019258,True,True,True,2.058014814092424,0.06378059469394781,0.06378059469394781,3.0
Solanaceae,Solanum,Solanum betaceum,Solanum unilobum,no,no,Solanum01,56.5833333,41.4782609,0.264,8.0,,,0.8446,seed number per fruit,False,True,solanum betaceum,solanum unilobum,solanum betaceum || solanum unilobum,342.0,116.0,3.0,3.0,woody,woody,mixed-mating,outcrossing,1.0,1.0,0.0,0.0,0.0,True,True,True,2.2992420476415267,0.4695681168292163,0.4695681168292163,3.0
Solanaceae,Solanum,Solanum corymbiflorum,Solanum diploconos,no,no,Solanum02,94.5,105.529412,7.34782609,0.40909091,,,0.9253,seed number per fruit,False,True,solanum corymbiflorum,solanum diploconos,solanum corymbiflorum || solanum diploconos,157.0,120.0,3.0,3.0,woody,woody,outcrossing,outcrossing,1.0,1.0,0.023304,0.023304,0.023304,True,True,True,2.137540449228429,0.1167184063616089,0.1167184063616089,3.0
Brassicaceae,Streptanthus,Streptanthus brachiatus,Streptanthus barbiger,no,no,Streptanthus01,,,,,,,0.673,fruit set,False,True,streptanthus brachiatus,streptanthus barbiger,streptanthus barbiger || streptanthus brachiatus,54.0,54.0,3.0,3.0,annual,annual,mixed-mating,mixed-mating,1.0,1.0,0.011595,0.011595,0.011595,True,True,True,1.7323937598229686,0.0,0.0,3.0
Brassicaceae,Streptanthus,Streptanthus drepanoides,Streptanthus breweri,no,no,Streptanthus02,,,,,,,0.093,fruit set,False,True,streptanthus drepanoides,streptanthus breweri,streptanthus breweri || streptanthus drepanoides,42.4,54.0,1.0,3.0,annual,annual,mixed-mating,mixed-mating,1.0,1.0,0.003842,0.003842,0.003842,True,True,True,1.6798798082078505,0.10502790323023592,-0.10502790323023592,3.0
Brassicaceae,Streptanthus,Streptanthus flavescens,Streptanthus anceps,no,no,Streptanthus03,,,,,,,0.4,fruit set,False,True,streptanthus flavescens,streptanthus anceps,streptanthus anceps || streptanthus flavescens,54.0,54.0,3.0,3.0,annual,annual,mixed-mating,mixed-mating,1.0,1.0,0.007703,0.007703,0.007703,True,True,True,1.7323937598229686,0.0,0.0,3.0
Brassicaceae,Streptanthus,Streptanthus hesperidis,Streptanthus batrachopus,no,no,Streptanthus04,,,,,,,0.879,fruit set,False,True,streptanthus hesperidis,streptanthus batrachopus,streptanthus batrachopus || streptanthus hesperidis,54.0,54.0,3.0,3.0,annual,annual,mixed-mating,mixed-mating,1.0,1.0,0.015699,0.015699,0.015699,True,True,True,1.7323937598229686,0.0,0.0,3.0
Brassicaceae,Streptanthus,Streptanthus inflatus,Streptanthus coulteri,no,no,Streptanthus05,,,,,,,0.878,fruit set,False,True,streptanthus inflatus,streptanthus coulteri,streptanthus coulteri || streptanthus inflatus,54.0,54.0,3.0,3.0,annual,annual,mixed-mating,mixed-mating,1.0,1.0,0.019438,0.019438,0.019438,True,True,True,1.7323937598229686,0.0,0.0,3.0
Brassicaceae,Streptanthus,Streptanthus tortuosus,Streptanthus diversifolius,no,no,Streptanthus06,,,,,,,0.918,fruit set,False,True,streptanthus tortuosus,streptanthus diversifolius,streptanthus diversifolius || streptanthus tortuosus,50.9,55.5,1.0,1.0,perennial,annual,mixed-mating,mixed-mating,1.0,1.0,0.0,0.0,0.0,True,True,True,1.7255053827297175,0.037575200785917584,-0.037575200785917584,1.0
Brassicaceae,Streptanthus,Streptanthus vernalis,Streptanthus morrisonii,no,no,Streptanthus07,,,,,,,0.275,fruit set,False,True,streptanthus vernalis,streptanthus morrisonii,streptanthus morrisonii || streptanthus vernalis,54.0,14.2,3.0,1.0,annual,annual,mixed-mating,mixed-mating,1.0,1.0,0.0,0.0,0.0,True,True,True,1.4423410521030124,0.5801054154399121,0.5801054154399121,3.0
Asteraceae,Taraxacum,Taraxacum ceratophorum,Taraxacum officinale,no,no,Taraxacum,,,,,0.003,,0.994,pollen competition,False,True,taraxacum ceratophorum,taraxacum officinale,taraxacum ceratophorum || taraxacum officinale,1.0,1.0,1.0,1.0,perennial,perennial,outcrossing,selfing,1.0,1.0,0.014223,0.014223,0.014223,True,True,True,0.0,0.0,0.0,1.0
Melanthiaceae,Trillium,Trillium apetalon,Trillium tschonoskii,no,no,Trillium,0.831,0.875,0.693,0.481,,,0.1847,seed set,False,True,trillium apetalon,trillium tschonoskii,trillium apetalon || trillium tschonoskii,21.0,21.0,3.0,3.0,perennial,perennial,selfing,mixed-mating,1.0,1.0,0.024101,0.024101,0.024101,True,True,True,1.3222192947339193,0.0,0.0,3.0
Verbenaceae,Verbena,Verbena stricta,Verbena bracteata,no,no,Verbena,98.2,93.9,44.0,,,,0.3717,seed set,False,True,verbena stricta,verbena bracteata,verbena bracteata || verbena stricta,4.0,4.0,1.0,1.0,perennial,perennial,mixed-mating,mixed-mating,1.0,1.0,0.277914,0.277914,0.277914,True,True,True,0.6020599913279624,0.0,0.0,1.0
Rhamnaceae,Ziziphus,Ziziphus mauritiana,Ziziphus jujuba,no,no,Ziziphus,11.42,12.72,7.2,0.0,,,0.5405,fruit set,False,True,ziziphus mauritiana,ziziphus jujuba,ziziphus jujuba || ziziphus mauritiana,2.0,2.0,1.0,1.0,woody,woody,outcrossing,outcrossing,1.0,1.0,0.059997,0.059997,0.059997,True,True,True,0.3010299956639812,0.0,0.0,1.0
