family,genus,species1,species2,duplicate,remove,PI_name,intraspecific_value_sp1,intraspecific_value_sp2,interspecific_value_sp1_sp2,interspecific_value_sp2_sp1,sp1_hybrid_proportion,sp2_hybrid_proportion,RI,measure,remove_flag,is_PI_from_PI_name,sp1_key,sp2_key,pair_key,ovule_sp1,ovule_sp2,confidence_sp1,confidence_sp2,life_history_sp1,life_history_sp2,mating_system_sp1,mating_system_sp2,gd_rows,gd_nonmissing,K2P_Distance,K2P_min,K2P_max,has_both_ovule_numbers,has_nonmissing_K2P,model_ready_PI_K2P_ovules,mean_log10_ovules,abs_log10_ovule_difference,signed_log10_ovule_ratio_sp1_minus_sp2,best_confidence_pair
Brassicaceae,Boechera,Boechera stricta,Boechera retrofracta,no,no,Boechera,4.6,1.4,8.6,0.15,,,-0.1864,seed set,False,True,boechera stricta,boechera retrofracta,boechera retrofracta || boechera stricta,163.0,88.0,1.0,1.0,perennial,perennial,selfing,selfing,1.0,1.0,0.007722,0.007722,0.007722,True,True,True,2.078335138277063,0.267704932253789,0.267704932253789,1.0
Scrophulariaceae,Buddleja,Buddleja crispa,Buddleja officinalis,no,no,Buddleja,22.27,59.15,5.44,0.0,,,0.8747,seed number per fruit,False,True,buddleja crispa,buddleja officinalis,buddleja crispa || buddleja officinalis,173.60714,139.458,1.0,1.0,woody,woody,outcrossing,outcrossing,1.0,1.0,0.291439,0.291439,0.291439,True,True,True,2.1920055075895477,0.09512414999073115,0.09512414999073115,1.0
Loasaceae,Caiophora,Caiophora carduifolia,Caiophora chuquitensis,no,no,Caiophora,0.4,0.8,,0.8,,,-0.1429,fruit set,False,True,caiophora carduifolia,caiophora chuquitensis,caiophora carduifolia || caiophora chuquitensis,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,1.0,1.0,0.025228,0.025228,0.025228,False,True,False,,,,4.0
Loasaceae,Caiophora,Caiophora carduifolia,Caiophora canarinoides,no,no,,0.4,0.8,0.4,0.75,,,0.0213,fruit set,False,False,caiophora carduifolia,caiophora canarinoides,caiophora canarinoides || caiophora carduifolia,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora carduifolia,Caiophora cirsiifolia,no,no,,0.4,0.942857143,0.45,0.866666667,,,0.0098,fruit set,False,False,caiophora carduifolia,caiophora cirsiifolia,caiophora carduifolia || caiophora cirsiifolia,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora carduifolia,Caiophora deserticola,no,no,,0.4,0.4,,0.8,,,-0.3333,fruit set,False,False,caiophora carduifolia,caiophora deserticola,caiophora carduifolia || caiophora deserticola,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora carduifolia,Caiophora madrequisa,no,no,,0.4,0.5,,1.0,,,-0.3793,fruit set,False,False,caiophora carduifolia,caiophora madrequisa,caiophora carduifolia || caiophora madrequisa,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora carduifolia,Caiophora pentlandii,no,no,,0.4,0.8,,1.0,,,-0.25,fruit set,False,False,caiophora carduifolia,caiophora pentlandii,caiophora carduifolia || caiophora pentlandii,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora chuquitensis,Caiophora cirsiifolia,no,no,,0.8,0.942857143,1.0,1.0,,,-0.0687,fruit set,False,False,caiophora chuquitensis,caiophora cirsiifolia,caiophora chuquitensis || caiophora cirsiifolia,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora cirsiifolia,Caiophora canarinoides,no,no,,0.942857143,0.8,1.0,0.75,,,-0.002,fruit set,False,False,caiophora cirsiifolia,caiophora canarinoides,caiophora canarinoides || caiophora cirsiifolia,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora cirsiifolia,Caiophora madrequisa,no,no,,0.942857143,0.5,1.0,0.3333333,,,0.0395,fruit set,False,False,caiophora cirsiifolia,caiophora madrequisa,caiophora cirsiifolia || caiophora madrequisa,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora cirsiifolia,Caiophora pentlandii,no,no,,0.942857143,0.8,1.0,0.8,,,-0.0161,fruit set,False,False,caiophora cirsiifolia,caiophora pentlandii,caiophora cirsiifolia || caiophora pentlandii,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
Loasaceae,Caiophora,Caiophora deserticola,Caiophora canarinoides,no,no,,0.4,0.8,0.2,0.8,,,0.0909,fruit set,False,False,caiophora deserticola,caiophora canarinoides,caiophora canarinoides || caiophora deserticola,,,4.0,4.0,perennial,perennial,outcrossing,outcrossing,,,,,,False,False,False,,,,4.0
