data_structure,asym_model_beta_intercept,asym_model_beta_delta_logK,asym_model_beta_divergence_time,asym_model_r2,asym_model_n,ovule_proxy_beta_intercept,ovule_proxy_beta_delta_logO_proxy,ovule_proxy_beta_divergence_time,ovule_proxy_r2,ovule_proxy_n,post_model_beta_intercept,post_model_beta_divergence_time,post_model_beta_abs_delta_logK,post_model_r2,post_model_n,replicate,alpha,psi,architecture,n_tips,mean_K,median_K,prop_K_gt_1,mean_omega,mean_filter_F,mean_sweeps,n_pairs_used,beta_intercept,beta_maternal_logK,beta_divergence_time,r2,n
summary_only,0.004591107851751726,0.08611034483622367,0.006820584731178665,0.10070344749504534,1225.0,0.014637429906012456,0.009065597462442399,0.005774039019850524,0.006982389416141044,1225.0,-0.03702518164651046,0.5058800563129608,0.007578786243429235,0.5379905358845131,1225.0,1,1.0,0.005,linked,50,1.649107913673161,1.4902141979435155,0.88,0.29847143393903897,1.015488920636237,1.36,1225,,,,,
dense_reciprocal,0.006898688435931018,0.07863850425547657,-0.014631501407147455,0.08458193515099899,1225.0,0.003002149737508076,0.001936446705231903,-0.008914916233807147,0.0006971081863506035,1225.0,-0.039054827610126054,0.5209175905676169,0.0019865251451250364,0.5870054684830087,1225.0,2,1.0,0.005,linked,50,1.563156835494216,1.4513667628189344,0.82,0.275904489869317,1.009214229433023,1.12,1225,,,,,
sparse_reciprocal,-0.01808053829319821,0.09142906366630622,-0.010373749242788317,0.1111719282566822,275.0,-0.017189413459038117,0.001948512433974581,-0.005256396777356961,0.0003183554882073558,275.0,-0.03767653060218491,0.5153305703706901,-0.013547481032583799,0.5790675617289995,275.0,2,1.0,0.005,linked,50,1.563156835494216,1.4513667628189344,0.82,0.275904489869317,1.009214229433023,1.12,275,,,,,
pi_pairs,0.06042900656039179,0.09658055567281568,-0.14139196155713005,0.10846624796957838,25.0,0.06306491292640823,0.06708441891601113,-0.14517538605026933,0.16233515272826016,25.0,-0.04861628617004998,0.5299756365156048,-0.012298653542897614,0.6543445863240653,25.0,2,1.0,0.005,linked,50,1.563156835494216,1.4513667628189344,0.82,0.275904489869317,1.009214229433023,1.12,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.005,linked,50,1.563156835494216,1.4513667628189344,0.82,0.275904489869317,1.009214229433023,1.12,1225,0.10349499053619131,0.16833436443016758,0.20712103037465004,0.4140341960223931,1225.0
summary_only,0.006898688435931018,0.07863850425547657,-0.014631501407147455,0.08458193515099899,1225.0,0.003002149737508076,0.001936446705231903,-0.008914916233807147,0.0006971081863506035,1225.0,-0.039054827610126054,0.5209175905676169,0.0019865251451250364,0.5870054684830087,1225.0,2,1.0,0.005,linked,50,1.563156835494216,1.4513667628189344,0.82,0.275904489869317,1.009214229433023,1.12,1225,,,,,
dense_reciprocal,0.014276119959662952,0.07479092381484681,-0.017394344431804366,0.05466237544612684,1225.0,0.015591385132909702,0.008554090819991688,-0.02115561976310042,0.0074612809950233006,1225.0,-0.04136939676502133,0.5377769250067304,-0.024223442404972248,0.4686729547721331,1225.0,0,1.0,0.005,pleiotropic,50,1.6268532710310188,1.6374096513731442,0.84,0.296687173605059,1.009376247794468,1.32,1225,,,,,
sparse_reciprocal,0.03672530210394274,0.10173453584127334,-0.05027256397792268,0.0960925616852728,312.0,0.03445372013991325,0.010376478690113135,-0.049820632080884865,0.016484614522695673,312.0,-0.05402899475113264,0.5681712477635126,-0.020925698566862848,0.49577154611650764,312.0,0,1.0,0.005,pleiotropic,50,1.6268532710310188,1.6374096513731442,0.84,0.296687173605059,1.009376247794468,1.32,312,,,,,
pi_pairs,0.05881840719507456,0.04451811675598394,-0.08049529945826533,0.07190305918324702,25.0,0.05603041783921018,0.022167595767277004,-0.08381771679157272,0.1025937979439766,25.0,-0.07191629460802622,0.5192313833980633,-0.003623522696095735,0.5772467347958696,25.0,0,1.0,0.005,pleiotropic,50,1.6268532710310188,1.6374096513731442,0.84,0.296687173605059,1.009376247794468,1.32,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.005,pleiotropic,50,1.6268532710310188,1.6374096513731442,0.84,0.296687173605059,1.009376247794468,1.32,1225,0.1392030458129915,0.17940178678526192,0.18740125183184278,0.3357056340127257,1225.0
summary_only,0.014276119959662952,0.07479092381484681,-0.017394344431804366,0.05466237544612684,1225.0,0.015591385132909702,0.008554090819991688,-0.02115561976310042,0.0074612809950233006,1225.0,-0.04136939676502133,0.5377769250067304,-0.024223442404972248,0.4686729547721331,1225.0,0,1.0,0.005,pleiotropic,50,1.6268532710310188,1.6374096513731442,0.84,0.296687173605059,1.009376247794468,1.32,1225,,,,,
dense_reciprocal,0.008376613944809489,0.07764225026618177,-0.019966427491564936,0.07493832418678181,1225.0,0.004974369325104684,0.011531815113983074,-0.019635439209671812,0.012722258406644205,1225.0,-0.028958083172721166,0.528968074849953,-0.026559610518693797,0.6550447936394583,1225.0,1,1.0,0.005,pleiotropic,50,1.6093595982350493,1.5043857546556754,0.82,0.2895047357559344,0.9835556114740774,1.06,1225,,,,,
sparse_reciprocal,0.004807720944246836,0.09985864588456439,-0.005891088077166747,0.12257403590344185,325.0,0.002860922724357911,0.01675807662981807,-0.007053640899650804,0.018824900135958278,325.0,-0.016871580911348133,0.49533245223110106,-0.05329808317304093,0.6250118159689576,325.0,1,1.0,0.005,pleiotropic,50,1.6093595982350493,1.5043857546556754,0.82,0.2895047357559344,0.9835556114740774,1.06,325,,,,,
pi_pairs,0.020097270940754003,0.05120715555960436,0.0019828807250698932,0.024355292660238836,25.0,0.03116196210325923,-0.012425821713816397,-0.023254136923571755,0.009522724568402974,25.0,0.01221247021881097,0.3839357163099362,0.027992616754265447,0.4165109258845823,25.0,1,1.0,0.005,pleiotropic,50,1.6093595982350493,1.5043857546556754,0.82,0.2895047357559344,0.9835556114740774,1.06,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.005,pleiotropic,50,1.6093595982350493,1.5043857546556754,0.82,0.2895047357559344,0.9835556114740774,1.06,1225,0.11657057191987222,0.14960781944929494,0.1935279069186739,0.32747437894299136,1225.0
summary_only,0.008376613944809489,0.07764225026618177,-0.019966427491564936,0.07493832418678181,1225.0,0.004974369325104684,0.011531815113983074,-0.019635439209671812,0.012722258406644205,1225.0,-0.028958083172721166,0.528968074849953,-0.026559610518693797,0.6550447936394583,1225.0,1,1.0,0.005,pleiotropic,50,1.6093595982350493,1.5043857546556754,0.82,0.2895047357559344,0.9835556114740774,1.06,1225,,,,,
dense_reciprocal,-0.005663612527760573,0.09070344160659356,0.011095797873631573,0.06488487126056963,1225.0,-0.0026366071567914175,0.007475452771389711,0.007030184370943686,0.005218323052814666,1225.0,-0.030176197656400013,0.501261655157077,0.0055164318654843105,0.6722845319450483,1225.0,2,1.0,0.005,pleiotropic,50,1.4891393301940514,1.4028859159821514,0.86,0.26479667559385445,0.9916946025731523,1.16,1225,,,,,
sparse_reciprocal,-0.014968842184670657,0.10288510974349696,0.027354769594370814,0.09154411820103359,298.0,-0.007056274799199082,0.009118172482923764,0.017564603036050886,0.01217191688067798,298.0,-0.04141040013704581,0.504461776760746,0.02627863022944159,0.6654641755702099,298.0,2,1.0,0.005,pleiotropic,50,1.4891393301940514,1.4028859159821514,0.86,0.26479667559385445,0.9916946025731523,1.16,298,,,,,
pi_pairs,0.02561125282250933,0.2225760061249189,0.043963410045730275,0.34806932942095925,25.0,-0.04745332994943152,-0.032175761621949836,0.1319801779488954,0.16320146572909733,25.0,0.036509547437101934,0.40430771361306406,-0.12787533308866925,0.6017560605052645,25.0,2,1.0,0.005,pleiotropic,50,1.4891393301940514,1.4028859159821514,0.86,0.26479667559385445,0.9916946025731523,1.16,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.005,pleiotropic,50,1.4891393301940514,1.4028859159821514,0.86,0.26479667559385445,0.9916946025731523,1.16,1225,0.0902106914862585,0.22600363083855185,0.22149830474558407,0.4697211893060278,1225.0
summary_only,-0.005663612527760573,0.09070344160659356,0.011095797873631573,0.06488487126056963,1225.0,-0.0026366071567914175,0.007475452771389711,0.007030184370943686,0.005218323052814666,1225.0,-0.030176197656400013,0.501261655157077,0.0055164318654843105,0.6722845319450483,1225.0,2,1.0,0.005,pleiotropic,50,1.4891393301940514,1.4028859159821514,0.86,0.26479667559385445,0.9916946025731523,1.16,1225,,,,,
dense_reciprocal,-0.007137548064564984,0.052079240231886786,0.0030410394032557037,0.02276720850603353,1225.0,-0.009052015249775293,-0.003457716781397138,0.003274362805893296,0.0013100059042510104,1225.0,-0.02759220029936404,0.505010916111043,0.0008424337423947643,0.6033276460240962,1225.0,0,1.0,0.02,independent,50,6.36454405152833,5.947285742615678,1.0,0.785720047387898,1.3988269518374554,4.1,1225,,,,,
sparse_reciprocal,-0.013700555475000707,0.0724300682747919,0.023651551572210234,0.05074240836904864,303.0,-0.014137221756769139,-8.64772790005186e-05,0.02255294319360199,0.004459527835188659,303.0,-0.03141004195731629,0.4959712826600365,0.011497661691324159,0.6232270516893936,303.0,0,1.0,0.02,independent,50,6.36454405152833,5.947285742615678,1.0,0.785720047387898,1.3988269518374554,4.1,303,,,,,
pi_pairs,-0.009468977019068,0.0019823459711443836,-0.09769632501710022,0.06006175927827406,25.0,-0.0015858214537142544,0.028057700355911458,-0.1031221438126453,0.12308997776184716,25.0,-0.08360899992637133,0.5839002445652698,0.009109525403943552,0.7353312239729994,25.0,0,1.0,0.02,independent,50,6.36454405152833,5.947285742615678,1.0,0.785720047387898,1.3988269518374554,4.1,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.02,independent,50,6.36454405152833,5.947285742615678,1.0,0.785720047387898,1.3988269518374554,4.1,1225,-0.006496891570983311,0.05933846657941072,0.29904686056905144,0.6215589873096139,1225.0
summary_only,-0.007137548064564984,0.052079240231886786,0.0030410394032557037,0.02276720850603353,1225.0,-0.009052015249775293,-0.003457716781397138,0.003274362805893296,0.0013100059042510104,1225.0,-0.02759220029936404,0.505010916111043,0.0008424337423947643,0.6033276460240962,1225.0,0,1.0,0.02,independent,50,6.36454405152833,5.947285742615678,1.0,0.785720047387898,1.3988269518374554,4.1,1225,,,,,
dense_reciprocal,0.004458665035106168,0.010060125788090225,-0.005677631926022798,0.0017769965513769748,1225.0,0.005157619836461769,-0.007497683440603553,-0.005439186038017057,0.004097120819749889,1225.0,-0.018926345121020503,0.5042451635358602,0.0021613360422307742,0.7242106107523003,1225.0,1,1.0,0.02,independent,50,6.031657093084169,5.621996095517705,1.0,0.7716138050327005,1.3510338016281687,3.68,1225,,,,,
sparse_reciprocal,0.009339236638189048,-0.006267599774715943,-0.02863823328519282,0.010917011358961504,307.0,0.009260102688789322,-0.006617451798704453,-0.027536035461049685,0.01319271703076419,307.0,-0.01968982301976149,0.503596493117749,0.0012889949967653763,0.745982196393308,307.0,1,1.0,0.02,independent,50,6.031657093084169,5.621996095517705,1.0,0.7716138050327005,1.3510338016281687,3.68,307,,,,,
pi_pairs,0.03152526750738501,0.009949948513095802,-0.11468497306248836,0.15842689213448002,25.0,0.03482350730206519,-0.013988026618615396,-0.11780045983415557,0.1663240356540464,25.0,-0.012232618971369992,0.5278753741599806,-0.0423613446778888,0.7995893876209925,25.0,1,1.0,0.02,independent,50,6.031657093084169,5.621996095517705,1.0,0.7716138050327005,1.3510338016281687,3.68,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.02,independent,50,6.031657093084169,5.621996095517705,1.0,0.7716138050327005,1.3510338016281687,3.68,1225,0.06265756112591805,0.016011637646389215,0.28863224037608054,0.6755663601713824,1225.0
summary_only,0.004458665035106168,0.010060125788090225,-0.005677631926022798,0.0017769965513769748,1225.0,0.005157619836461769,-0.007497683440603553,-0.005439186038017057,0.004097120819749889,1225.0,-0.018926345121020503,0.5042451635358602,0.0021613360422307742,0.7242106107523003,1225.0,1,1.0,0.02,independent,50,6.031657093084169,5.621996095517705,1.0,0.7716138050327005,1.3510338016281687,3.68,1225,,,,,
dense_reciprocal,-0.000857314495947345,0.032102245089436245,0.002533738193689394,0.013431664762842965,1225.0,-0.002959322295695558,0.002747490926783504,0.0032489848659857904,0.0005991734781483071,1225.0,-0.04334610832976576,0.5236320497578795,0.0116956763217198,0.5905560899551077,1225.0,2,1.0,0.02,independent,50,6.343947491630371,5.544006626855396,1.0,0.7775007396428218,1.353738735826527,3.24,1225,,,,,
sparse_reciprocal,-0.007623894828701087,-0.006070976798672851,0.01204926242392192,0.0015575418392426155,318.0,-0.00797881243865238,0.005701643671718368,0.010256081794925919,0.0034428871015987905,318.0,-0.03712472751911339,0.5272775532392513,-0.00585620755940945,0.6071274232980978,318.0,2,1.0,0.02,independent,50,6.343947491630371,5.544006626855396,1.0,0.7775007396428218,1.353738735826527,3.24,318,,,,,
pi_pairs,-0.04560688675849821,0.07192645704022277,0.012617392143493255,0.05265288493580811,25.0,-0.06624849180655584,-0.018154635427328352,0.039602032331780404,0.016490396873539814,25.0,-0.017442062537126084,0.4793053762374734,0.09963879901017346,0.6701914051641369,25.0,2,1.0,0.02,independent,50,6.343947491630371,5.544006626855396,1.0,0.7775007396428218,1.353738735826527,3.24,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.02,independent,50,6.343947491630371,5.544006626855396,1.0,0.7775007396428218,1.353738735826527,3.24,1225,0.008032376424314014,0.04764775885645492,0.28367910132892127,0.5529463111726048,1225.0
summary_only,-0.000857314495947345,0.032102245089436245,0.002533738193689394,0.013431664762842965,1225.0,-0.002959322295695558,0.002747490926783504,0.0032489848659857904,0.0005991734781483071,1225.0,-0.04334610832976576,0.5236320497578795,0.0116956763217198,0.5905560899551077,1225.0,2,1.0,0.02,independent,50,6.343947491630371,5.544006626855396,1.0,0.7775007396428218,1.353738735826527,3.24,1225,,,,,
dense_reciprocal,0.0006165930803658684,0.04253507437002614,-0.009287461450637385,0.017655705801950305,1225.0,-0.007591103735449291,0.004497469952383232,-0.0010424337737920887,0.001266397667475161,1225.0,-0.06379303773629282,0.5449635950920331,0.03628948902335022,0.4311093430004165,1225.0,0,1.0,0.02,linked,50,6.443862138701263,6.134807786080275,1.0,0.7790233009317477,1.3546998867958726,3.74,1225,,,,,
sparse_reciprocal,-0.013671501971803529,0.06211639552025175,0.022709325944044467,0.04227995758555214,314.0,-0.02493892647043453,0.0022239735165571484,0.035582566804374174,0.0041079053973798185,314.0,-0.053282141862593536,0.5278859198232478,0.03573457821286836,0.39489160381085175,314.0,0,1.0,0.02,linked,50,6.443862138701263,6.134807786080275,1.0,0.7790233009317477,1.3546998867958726,3.74,314,,,,,
pi_pairs,-0.06863782096292936,0.000240264355523101,0.1473698818157243,0.055356069488590176,25.0,-0.06803593230760485,0.011580066088321836,0.13747777925329208,0.06679759355406889,25.0,-0.10914848379668698,0.7330073861819283,0.008429195675187304,0.5271825246232495,25.0,0,1.0,0.02,linked,50,6.443862138701263,6.134807786080275,1.0,0.7790233009317477,1.3546998867958726,3.74,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.02,linked,50,6.443862138701263,6.134807786080275,1.0,0.7790233009317477,1.3546998867958726,3.74,1225,0.3133736576964052,0.09209957981645538,0.14353496236564042,0.09081018799283713,1225.0
summary_only,0.0006165930803658684,0.04253507437002614,-0.009287461450637385,0.017655705801950305,1225.0,-0.007591103735449291,0.004497469952383232,-0.0010424337737920887,0.001266397667475161,1225.0,-0.06379303773629282,0.5449635950920331,0.03628948902335022,0.4311093430004165,1225.0,0,1.0,0.02,linked,50,6.443862138701263,6.134807786080275,1.0,0.7790233009317477,1.3546998867958726,3.74,1225,,,,,
dense_reciprocal,-0.0013051660518358737,0.05677105286359009,0.005337370629388851,0.03164715021541453,1225.0,-0.004846469748651379,-0.005888736463285438,0.006638997881363389,0.002389928239172945,1225.0,-0.03232551627230135,0.5249012162139626,-0.011340846430420576,0.5829894117579997,1225.0,1,1.0,0.02,linked,50,6.0948086338159655,5.914766356250644,1.0,0.770079514306967,1.3651377113802474,4.18,1225,,,,,
sparse_reciprocal,-0.0024056099788120223,0.05334001424549645,0.012698493020498056,0.030564920162723053,291.0,-0.006621184335385378,-0.003290391554652031,0.015285654600478614,0.0022949897727619906,291.0,-0.03441908848983909,0.5192192387302965,-0.0274857200605223,0.5927856061922608,291.0,1,1.0,0.02,linked,50,6.0948086338159655,5.914766356250644,1.0,0.770079514306967,1.3651377113802474,4.18,291,,,,,
pi_pairs,0.06998233880162044,0.009493845111225849,-0.06859807648984007,0.029155569635741174,25.0,0.06863082098783936,-0.016600511597041123,-0.06895884659397235,0.04800622216476613,25.0,0.041040615116377584,0.522242666269515,-0.1233224479317648,0.47956164938121115,25.0,1,1.0,0.02,linked,50,6.0948086338159655,5.914766356250644,1.0,0.770079514306967,1.3651377113802474,4.18,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.02,linked,50,6.0948086338159655,5.914766356250644,1.0,0.770079514306967,1.3651377113802474,4.18,1225,0.3078826747042803,0.10975345928473684,0.16228647141372915,0.2351253452562797,1225.0
summary_only,-0.0013051660518358737,0.05677105286359009,0.005337370629388851,0.03164715021541453,1225.0,-0.004846469748651379,-0.005888736463285438,0.006638997881363389,0.002389928239172945,1225.0,-0.03232551627230135,0.5249012162139626,-0.011340846430420576,0.5829894117579997,1225.0,1,1.0,0.02,linked,50,6.0948086338159655,5.914766356250644,1.0,0.770079514306967,1.3651377113802474,4.18,1225,,,,,
dense_reciprocal,0.004803664315518418,0.04325951284716262,-0.0034544618904050425,0.023309195993293286,1225.0,-0.0012400071023183584,0.0010759148786160884,0.0016460599976751984,8.185304926444648e-05,1225.0,-0.043938866487283935,0.5103809278897486,0.01088805061751124,0.43201987659181706,1225.0,2,1.0,0.02,linked,50,5.834031172738815,5.686830574801304,1.0,0.754171276201584,1.3591885241330854,3.84,1225,,,,,
sparse_reciprocal,-0.003781260754753247,0.02387000605117621,0.0014544813087411601,0.008137216910997447,287.0,-0.009544566163401245,0.0102153517104484,0.00428487901840337,0.0073111245157251314,287.0,-0.06284967668734083,0.5351807551453969,0.037815364264448516,0.43987257123357526,287.0,2,1.0,0.02,linked,50,5.834031172738815,5.686830574801304,1.0,0.754171276201584,1.3591885241330854,3.84,287,,,,,
pi_pairs,0.033937629765569896,0.09727563575747694,-0.008763167703958063,0.1559796322404874,25.0,-0.0047365571957324664,0.025067703834175156,0.037687161946651275,0.032607551622060416,25.0,0.02891995216815777,0.4997605062123842,-0.12365044129741073,0.5656673704688304,25.0,2,1.0,0.02,linked,50,5.834031172738815,5.686830574801304,1.0,0.754171276201584,1.3591885241330854,3.84,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.02,linked,50,5.834031172738815,5.686830574801304,1.0,0.754171276201584,1.3591885241330854,3.84,1225,0.2957052035520801,0.09987901641781122,0.180270807390228,0.17530805900779567,1225.0
summary_only,0.004803664315518418,0.04325951284716262,-0.0034544618904050425,0.023309195993293286,1225.0,-0.0012400071023183584,0.0010759148786160884,0.0016460599976751984,8.185304926444648e-05,1225.0,-0.043938866487283935,0.5103809278897486,0.01088805061751124,0.43201987659181706,1225.0,2,1.0,0.02,linked,50,5.834031172738815,5.686830574801304,1.0,0.754171276201584,1.3591885241330854,3.84,1225,,,,,
dense_reciprocal,0.013840391977150887,0.03894745947389604,-0.021005549398158272,0.01392199107179437,1225.0,0.012690008146930819,0.0003425791129750347,-0.020296396529391893,0.0013676980459281785,1225.0,-0.040301804544947716,0.5158899113571669,0.011149699185195615,0.364270698632033,1225.0,0,1.0,0.02,pleiotropic,50,5.928470340446908,5.624422301619619,1.0,0.7677604050374585,1.3672088022035576,3.3,1225,,,,,
sparse_reciprocal,0.0023078103855138452,0.0737287208500023,-0.01953791485824347,0.04567566095980147,300.0,-0.002704314107767923,-0.0009915305789634423,-0.011714315594161834,0.0006103894430186108,300.0,-0.040850685698447756,0.5094059605401724,0.004861423527680379,0.38375771601457187,300.0,0,1.0,0.02,pleiotropic,50,5.928470340446908,5.624422301619619,1.0,0.7677604050374585,1.3672088022035576,3.3,300,,,,,
pi_pairs,0.041828750406638256,-0.01273422057493462,-0.01784236630215794,0.003004632949578534,25.0,0.04394519239278158,0.005330193277836161,-0.01938977678836605,0.003564764181037572,25.0,-0.1636888899418907,0.6328653243318599,0.18349940861753827,0.6546013401448518,25.0,0,1.0,0.02,pleiotropic,50,5.928470340446908,5.624422301619619,1.0,0.7677604050374585,1.3672088022035576,3.3,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.02,pleiotropic,50,5.928470340446908,5.624422301619619,1.0,0.7677604050374585,1.3672088022035576,3.3,1225,0.36024495649862864,0.07011291030416841,0.16531829548212165,0.11161236147644815,1225.0
summary_only,0.013840391977150887,0.03894745947389604,-0.021005549398158272,0.01392199107179437,1225.0,0.012690008146930819,0.0003425791129750347,-0.020296396529391893,0.0013676980459281785,1225.0,-0.040301804544947716,0.5158899113571669,0.011149699185195615,0.364270698632033,1225.0,0,1.0,0.02,pleiotropic,50,5.928470340446908,5.624422301619619,1.0,0.7677604050374585,1.3672088022035576,3.3,1225,,,,,
dense_reciprocal,0.003474613719554482,0.03378012350871787,0.0018061234089447094,0.007025199526099368,1225.0,0.002505151427978883,0.00844184723632866,0.0025761379908147294,0.00555155727985257,1225.0,-0.031852097247757574,0.5066645008307156,0.01959051449899787,0.6614670061797991,1225.0,1,1.0,0.02,pleiotropic,50,6.205270741215429,5.724519835155887,1.0,0.7843099075609178,1.3385839322578983,3.92,1225,,,,,
sparse_reciprocal,0.013234330128772067,0.04918126024349315,-0.016849828051454737,0.014399363080107586,341.0,0.01099121880235556,0.014886697156832924,-0.011958003904611481,0.01901067996048622,341.0,-0.03200666497300636,0.5170825788110336,0.010099165485029161,0.6665054476372958,341.0,1,1.0,0.02,pleiotropic,50,6.205270741215429,5.724519835155887,1.0,0.7843099075609178,1.3385839322578983,3.92,341,,,,,
pi_pairs,0.017151039294356952,-0.04035889397959856,0.12730908019141599,0.14112466488511122,25.0,0.023737350614363235,0.014252742157207884,0.09811613290040971,0.1438991527625042,25.0,-0.04364838501221083,0.48998920961165193,0.05351671981269734,0.7336097900974978,25.0,1,1.0,0.02,pleiotropic,50,6.205270741215429,5.724519835155887,1.0,0.7843099075609178,1.3385839322578983,3.92,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.02,pleiotropic,50,6.205270741215429,5.724519835155887,1.0,0.7843099075609178,1.3385839322578983,3.92,1225,0.26018923437434865,0.13989178331773655,0.16190451211040893,0.2428766866201003,1225.0
summary_only,0.003474613719554482,0.03378012350871787,0.0018061234089447094,0.007025199526099368,1225.0,0.002505151427978883,0.00844184723632866,0.0025761379908147294,0.00555155727985257,1225.0,-0.031852097247757574,0.5066645008307156,0.01959051449899787,0.6614670061797991,1225.0,1,1.0,0.02,pleiotropic,50,6.205270741215429,5.724519835155887,1.0,0.7843099075609178,1.3385839322578983,3.92,1225,,,,,
dense_reciprocal,0.0054702577145874275,0.05370895419841798,-0.002955030154963577,0.031170953566192705,1225.0,0.008384959418460266,-0.004680404019885142,-0.012931293571593538,0.0011726545399126653,1225.0,-0.03662237250519784,0.49743958502711555,0.004302257465928833,0.4674177569655308,1225.0,2,1.0,0.02,pleiotropic,50,5.704702300647105,5.580695395228976,1.0,0.7509988185835111,1.3384354187895138,3.5,1225,,,,,
sparse_reciprocal,0.003949829016424382,0.032819775865573775,-0.017408060265266007,0.014450735332073195,285.0,0.007044592741357724,2.1020302713961603e-05,-0.025236601276668543,0.0020915588557811615,285.0,-0.031789046559762106,0.5118425139189688,-0.01011861592911667,0.4889438562492393,285.0,2,1.0,0.02,pleiotropic,50,5.704702300647105,5.580695395228976,1.0,0.7509988185835111,1.3384354187895138,3.5,285,,,,,
pi_pairs,-0.011425655870790384,0.07717703194510296,-0.046864751685746754,0.07135249610959538,25.0,-0.024247088666579097,-0.020765390038022385,-0.04296865108657752,0.01387931520892327,25.0,-0.057591045896584696,0.4723886620762136,0.06363876396825632,0.3568558508788858,25.0,2,1.0,0.02,pleiotropic,50,5.704702300647105,5.580695395228976,1.0,0.7509988185835111,1.3384354187895138,3.5,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.02,pleiotropic,50,5.704702300647105,5.580695395228976,1.0,0.7509988185835111,1.3384354187895138,3.5,1225,0.27016444117354316,0.14279465310639358,0.12775061573101487,0.17449267721973083,1225.0
summary_only,0.0054702577145874275,0.05370895419841798,-0.002955030154963577,0.031170953566192705,1225.0,0.008384959418460266,-0.004680404019885142,-0.012931293571593538,0.0011726545399126653,1225.0,-0.03662237250519784,0.49743958502711555,0.004302257465928833,0.4674177569655308,1225.0,2,1.0,0.02,pleiotropic,50,5.704702300647105,5.580695395228976,1.0,0.7509988185835111,1.3384354187895138,3.5,1225,,,,,
dense_reciprocal,0.009291249798183325,0.005227226211328324,-0.01683941179148104,0.003075778444273758,1225.0,0.00903633606374943,-0.00010523760529024262,-0.017062147308642427,0.002799094649120981,1225.0,-0.03009966961384536,0.5214291171805263,-0.025470379188782227,0.6544526718679076,1225.0,0,1.0,0.05,independent,50,16.55108051041546,15.896406373584973,1.0,0.9169603454297597,1.5200713992339943,5.1,1225,,,,,
sparse_reciprocal,0.009906323575338298,0.009825305786771819,-0.013800802432607522,0.0033807676990977864,312.0,0.010409538136380281,-0.0035279268156303313,-0.01549168392473131,0.004094005449975624,312.0,-0.03607316648974863,0.5231970130481743,-0.02049235237480799,0.6590270498654138,312.0,0,1.0,0.05,independent,50,16.55108051041546,15.896406373584973,1.0,0.9169603454297597,1.5200713992339943,5.1,312,,,,,
pi_pairs,-0.04745306728670948,0.04003683144200612,0.11256056473997583,0.16589906650918185,25.0,-0.04972399741350841,0.02139916058830893,0.10966317356283176,0.1941830542243006,25.0,0.03955290297811921,0.3955958280561806,-0.13735633809552203,0.5268946281318061,25.0,0,1.0,0.05,independent,50,16.55108051041546,15.896406373584973,1.0,0.9169603454297597,1.5200713992339943,5.1,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.05,independent,50,16.55108051041546,15.896406373584973,1.0,0.9169603454297597,1.5200713992339943,5.1,1225,0.0480647114927652,0.02527906683219104,0.3240764981855249,0.6481252789876554,1225.0
summary_only,0.009291249798183325,0.005227226211328324,-0.01683941179148104,0.003075778444273758,1225.0,0.00903633606374943,-0.00010523760529024262,-0.017062147308642427,0.002799094649120981,1225.0,-0.03009966961384536,0.5214291171805263,-0.025470379188782227,0.6544526718679076,1225.0,0,1.0,0.05,independent,50,16.55108051041546,15.896406373584973,1.0,0.9169603454297597,1.5200713992339943,5.1,1225,,,,,
dense_reciprocal,-0.0017055722917790877,0.0075627033131861155,0.014281699691058424,0.002867185556817975,1225.0,-0.002913588968943653,0.004181911213698654,0.014595890179136015,0.003646453355296453,1225.0,-0.023822366013676922,0.5089841883267499,0.010797601197392835,0.6642810511660466,1225.0,1,1.0,0.05,independent,50,16.88835410804433,15.729439721759746,1.0,0.9172007662058342,1.5085224628423237,5.16,1225,,,,,
sparse_reciprocal,-0.004124967685762911,-0.008527318248250877,0.015306435563737992,0.003357179942511279,329.0,-0.004767074248258818,0.002516891590427327,0.01573625707907645,0.003043634900228076,329.0,-0.01857572153075428,0.4955200745734865,0.015704214007400387,0.6490287273065124,329.0,1,1.0,0.05,independent,50,16.88835410804433,15.729439721759746,1.0,0.9172007662058342,1.5085224628423237,5.16,329,,,,,
