data_structure,asym_model_beta_intercept,asym_model_beta_delta_logK,asym_model_beta_divergence_time,asym_model_r2,asym_model_n,ovule_proxy_beta_intercept,ovule_proxy_beta_delta_logO_proxy,ovule_proxy_beta_divergence_time,ovule_proxy_r2,ovule_proxy_n,post_model_beta_intercept,post_model_beta_divergence_time,post_model_beta_abs_delta_logK,post_model_r2,post_model_n,replicate,alpha,psi,architecture,n_tips,mean_K,median_K,prop_K_gt_1,mean_omega,mean_filter_F,mean_sweeps,n_pairs_used,beta_intercept,beta_maternal_logK,beta_divergence_time,r2,n
dense_reciprocal,0.004603466881233175,0.08729604171335124,-0.0005027855316233261,0.1474181508138691,1225.0,0.002589562624943997,0.03203186683364167,0.002103475393658169,0.0891150276872853,1225.0,-0.04128264318230582,0.5079639689195463,-0.005544893183030817,0.2901091216551198,1225.0,2,0.6,0.02,pleiotropic,50,1.1484278734315672,0.9520695046307619,0.44,0.1642113158478264,0.8821224085971346,0.66,1225,,,,,
sparse_reciprocal,0.031235349716670555,0.06720596063762148,-0.0508698630029081,0.10013804300216322,284.0,0.027559441190471465,0.017951243371303126,-0.05410193818985091,0.03735154364659399,284.0,-0.02132532670820041,0.4876506818669776,-0.02069930955863495,0.2843143363270836,284.0,2,0.6,0.02,pleiotropic,50,1.1484278734315672,0.9520695046307619,0.44,0.1642113158478264,0.8821224085971346,0.66,284,,,,,
pi_pairs,-0.06148963137916637,0.05816073049956819,0.12083230908043076,0.13871065687350836,25.0,-0.04953098475248649,0.040655485462342315,0.11372968190587139,0.20970107476917588,25.0,-0.08864190291239056,0.6885443228217331,-0.029193534650044588,0.4071249008323953,25.0,2,0.6,0.02,pleiotropic,50,1.1484278734315672,0.9520695046307619,0.44,0.1642113158478264,0.8821224085971346,0.66,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,0.6,0.02,pleiotropic,50,1.1484278734315672,0.9520695046307619,0.44,0.1642113158478264,0.8821224085971346,0.66,1225,0.11880946059335343,0.15824721363452768,0.20492088635556488,0.38918295336711317,1225.0
summary_only,0.004603466881233175,0.08729604171335124,-0.0005027855316233261,0.1474181508138691,1225.0,0.002589562624943997,0.03203186683364167,0.002103475393658169,0.0891150276872853,1225.0,-0.04128264318230582,0.5079639689195463,-0.005544893183030817,0.2901091216551198,1225.0,2,0.6,0.02,pleiotropic,50,1.1484278734315672,0.9520695046307619,0.44,0.1642113158478264,0.8821224085971346,0.66,1225,,,,,
dense_reciprocal,-0.004114713367850468,0.046970739674436504,0.014121877496197564,0.05778126173655607,1225.0,-0.0019146868424452894,0.023330720710895335,0.014258145751399958,0.05802979957874421,1225.0,-0.024653052269881286,0.5168178506738316,-0.005858618965887377,0.440458674478332,1225.0,0,0.6,0.05,independent,50,3.530194842817659,3.133058555044478,1.0,0.5642609228474464,1.1981076096785666,2.78,1225,,,,,
sparse_reciprocal,-0.004613624339732861,0.03411172954638755,0.032655568803334915,0.03562697633730494,294.0,-0.0054362450743212715,0.01711240698267722,0.03357071542927802,0.036374487573269665,294.0,-0.02010890072467649,0.5202547386178822,-0.012602395058685203,0.4254801411282776,294.0,0,0.6,0.05,independent,50,3.530194842817659,3.133058555044478,1.0,0.5642609228474464,1.1981076096785666,2.78,294,,,,,
pi_pairs,0.02577487571446524,0.08656888525822398,-0.02914431885569479,0.2231896788191332,25.0,0.03810231583992917,0.05204178696906778,-0.041084930922675796,0.2727998990508891,25.0,-0.05014372691487502,0.4809261081203424,0.03754835617951369,0.4795366436498083,25.0,0,0.6,0.05,independent,50,3.530194842817659,3.133058555044478,1.0,0.5642609228474464,1.1981076096785666,2.78,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,0.6,0.05,independent,50,3.530194842817659,3.133058555044478,1.0,0.5642609228474464,1.1981076096785666,2.78,1225,0.01508400807275023,0.05816913777385119,0.26232924893490295,0.4574160754155825,1225.0
summary_only,-0.004114713367850468,0.046970739674436504,0.014121877496197564,0.05778126173655607,1225.0,-0.0019146868424452894,0.023330720710895335,0.014258145751399958,0.05802979957874421,1225.0,-0.024653052269881286,0.5168178506738316,-0.005858618965887377,0.440458674478332,1225.0,0,0.6,0.05,independent,50,3.530194842817659,3.133058555044478,1.0,0.5642609228474464,1.1981076096785666,2.78,1225,,,,,
dense_reciprocal,-0.013257979228621927,0.047425611253300956,0.01862962624244113,0.0692292273916133,1225.0,-0.013227986621887596,0.02529004961900756,0.02230318051005925,0.052066075584545346,1225.0,-0.030309142874850783,0.5136423275515658,-0.008178240765396064,0.5318169822892242,1225.0,1,0.6,0.05,independent,50,3.692735614271843,3.9563506848242103,0.96,0.592034118885216,1.2262829407527243,2.38,1225,,,,,
sparse_reciprocal,-0.017997191964194838,0.05205396802588773,-0.0006920798428488431,0.07066204970202838,294.0,-0.017948847225285284,0.030066626160670244,0.006490256850299231,0.061047570568300125,294.0,-0.03587141891624263,0.5088627341032256,-0.02257039011908993,0.5413836236654572,294.0,1,0.6,0.05,independent,50,3.692735614271843,3.9563506848242103,0.96,0.592034118885216,1.2262829407527243,2.38,294,,,,,
pi_pairs,-0.030473035006628287,0.06738822465759803,-0.06881215100109998,0.2199991892749683,25.0,-0.027583411701858053,0.027507758981179534,-0.10532650198779946,0.13223164794194042,25.0,-0.059739288366069565,0.6485063838001373,-0.05576325329152169,0.7124383461845991,25.0,1,0.6,0.05,independent,50,3.692735614271843,3.9563506848242103,0.96,0.592034118885216,1.2262829407527243,2.38,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,0.6,0.05,independent,50,3.692735614271843,3.9563506848242103,0.96,0.592034118885216,1.2262829407527243,2.38,1225,0.003589174775697126,0.048636221142848185,0.29040503008215396,0.5691130518612018,1225.0
summary_only,-0.013257979228621927,0.047425611253300956,0.01862962624244113,0.0692292273916133,1225.0,-0.013227986621887596,0.02529004961900756,0.02230318051005925,0.052066075584545346,1225.0,-0.030309142874850783,0.5136423275515658,-0.008178240765396064,0.5318169822892242,1225.0,1,0.6,0.05,independent,50,3.692735614271843,3.9563506848242103,0.96,0.592034118885216,1.2262829407527243,2.38,1225,,,,,
dense_reciprocal,-0.006611316393239586,0.033618736385304604,0.0349556773664205,0.052021580343321494,1225.0,-0.012969096374970575,0.013898860963024326,0.037010823489513484,0.033504453399088585,1225.0,-0.03163224231539578,0.5251758038680391,-0.013929499207791494,0.40354013002437894,1225.0,2,0.6,0.05,independent,50,3.386740772013383,3.0566842348732886,1.0,0.5504672330833984,1.1830601636777018,2.72,1225,,,,,
sparse_reciprocal,-0.015713805981198405,0.03167789221446047,0.055824832628774725,0.050766443087025825,299.0,-0.02167447161224073,0.011735630352591508,0.0599535637831963,0.032343999627698405,299.0,-0.004171222249212663,0.4791569000168425,-0.035551979443795796,0.3277141159955349,299.0,2,0.6,0.05,independent,50,3.386740772013383,3.0566842348732886,1.0,0.5504672330833984,1.1830601636777018,2.72,299,,,,,
pi_pairs,0.023248726609640787,0.03096215454312298,-0.012025394365031654,0.04809827675227896,25.0,0.011664309559079215,-5.690359045087273e-05,0.007888348468271508,0.00022426129929054017,25.0,-0.05961805843425081,0.5727171431444655,0.04389517067685734,0.38902246835355714,25.0,2,0.6,0.05,independent,50,3.386740772013383,3.0566842348732886,1.0,0.5504672330833984,1.1830601636777018,2.72,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,0.6,0.05,independent,50,3.386740772013383,3.0566842348732886,1.0,0.5504672330833984,1.1830601636777018,2.72,1225,0.02613757856823616,0.04144166304705507,0.28006919848922873,0.37923916610854724,1225.0
summary_only,-0.006611316393239586,0.033618736385304604,0.0349556773664205,0.052021580343321494,1225.0,-0.012969096374970575,0.013898860963024326,0.037010823489513484,0.033504453399088585,1225.0,-0.03163224231539578,0.5251758038680391,-0.013929499207791494,0.40354013002437894,1225.0,2,0.6,0.05,independent,50,3.386740772013383,3.0566842348732886,1.0,0.5504672330833984,1.1830601636777018,2.72,1225,,,,,
dense_reciprocal,0.0022483373491694342,0.069091197019047,-0.004802772983171206,0.09915069265009935,1225.0,0.0024979248800009657,0.027050332364671976,0.003989933171300771,0.06758021495286315,1225.0,-0.03353923937247687,0.5205317935758531,-0.017804444663972675,0.5140125850866074,1225.0,0,0.6,0.05,linked,50,2.7730873704272843,2.700703629439679,0.98,0.48959177544817345,1.1379892595438637,2.46,1225,,,,,
sparse_reciprocal,0.01819709097255565,0.0680161049778598,-0.043979134437853486,0.10229639179908745,319.0,0.01599217600353842,0.028290811568920618,-0.034054880918463405,0.07410531819746835,319.0,-0.0298999508919292,0.5170094474037451,-0.03126839581594482,0.4629550205609424,319.0,0,0.6,0.05,linked,50,2.7730873704272843,2.700703629439679,0.98,0.48959177544817345,1.1379892595438637,2.46,319,,,,,
pi_pairs,-0.0004962416325283071,0.14194754464934167,0.09390075204912396,0.3059068780942462,25.0,0.012683000193458225,0.0492883926204644,0.027518579888782587,0.20515057646448676,25.0,0.006450944983745015,0.5342198727375531,-0.08193745324120713,0.6731959336960474,25.0,0,0.6,0.05,linked,50,2.7730873704272843,2.700703629439679,0.98,0.48959177544817345,1.1379892595438637,2.46,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,0.6,0.05,linked,50,2.7730873704272843,2.700703629439679,0.98,0.48959177544817345,1.1379892595438637,2.46,1225,0.17778469665769414,0.158503506438358,0.18285218925047564,0.31467221654624156,1225.0
summary_only,0.0022483373491694342,0.069091197019047,-0.004802772983171206,0.09915069265009935,1225.0,0.0024979248800009657,0.027050332364671976,0.003989933171300771,0.06758021495286315,1225.0,-0.03353923937247687,0.5205317935758531,-0.017804444663972675,0.5140125850866074,1225.0,0,0.6,0.05,linked,50,2.7730873704272843,2.700703629439679,0.98,0.48959177544817345,1.1379892595438637,2.46,1225,,,,,
dense_reciprocal,-0.001170993166810918,0.06443256215725097,-0.0017792706863332434,0.05644863354081331,1225.0,-0.0019464057943877585,0.031138335072583147,-0.0032860680369569536,0.036553244496137505,1225.0,-0.038653865486617665,0.5030156538928126,0.020458771661632635,0.49791984687070634,1225.0,1,0.6,0.05,linked,50,2.318452147270518,2.171933354437953,0.96,0.4325167230162707,1.1060485491983862,2.2,1225,,,,,
sparse_reciprocal,0.020478266407174945,0.07318301511580212,-0.01797936154120567,0.07501277584708899,286.0,0.02312306623467651,0.028799305565030485,-0.026373301581502025,0.032618607637836305,286.0,-0.07557262344161832,0.5599648882015156,0.032828678766121874,0.5715021908685535,286.0,1,0.6,0.05,linked,50,2.318452147270518,2.171933354437953,0.96,0.4325167230162707,1.1060485491983862,2.2,286,,,,,
pi_pairs,0.0046714870627992625,-0.014900558096546022,0.037557470286626544,0.011401983416871486,25.0,-0.0003008302132226874,0.003503613686497778,0.04856769643788004,0.00986705218457884,25.0,-0.051366564613360324,0.4608178130205389,0.05519673995459885,0.42223467479891585,25.0,1,0.6,0.05,linked,50,2.318452147270518,2.171933354437953,0.96,0.4325167230162707,1.1060485491983862,2.2,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,0.6,0.05,linked,50,2.318452147270518,2.171933354437953,0.96,0.4325167230162707,1.1060485491983862,2.2,1225,0.1849915772217871,0.13029462167287845,0.20243691139749484,0.30603543257753507,1225.0
summary_only,-0.001170993166810918,0.06443256215725097,-0.0017792706863332434,0.05644863354081331,1225.0,-0.0019464057943877585,0.031138335072583147,-0.0032860680369569536,0.036553244496137505,1225.0,-0.038653865486617665,0.5030156538928126,0.020458771661632635,0.49791984687070634,1225.0,1,0.6,0.05,linked,50,2.318452147270518,2.171933354437953,0.96,0.4325167230162707,1.1060485491983862,2.2,1225,,,,,
dense_reciprocal,-0.0015166650908183398,0.07787987843619039,-0.006048629755840138,0.1363754867595809,1225.0,0.00026476490810490666,0.037047403965308076,-0.005392960130337494,0.1032673126553113,1225.0,-0.03391382457533055,0.5307886921619311,0.005174792217081285,0.5930679222012794,1225.0,2,0.6,0.05,linked,50,3.637895838548687,3.03745186355902,0.98,0.5658475499215894,1.2087134909349013,2.98,1225,,,,,
sparse_reciprocal,0.018222445704017206,0.07319478615869393,-0.0319092571357246,0.13481869458408524,311.0,0.024329351393477628,0.03504200076814441,-0.03628326310280319,0.10048544813684668,311.0,-0.010624076668481206,0.5050159999441592,-0.029850027033323616,0.5734666033686229,311.0,2,0.6,0.05,linked,50,3.637895838548687,3.03745186355902,0.98,0.5658475499215894,1.2087134909349013,2.98,311,,,,,
pi_pairs,0.05411259186326583,0.0922053155198105,-0.04911470336694443,0.1449211016708878,25.0,0.04828852009962163,0.046044991316459574,-0.022192971018959246,0.11837768838965834,25.0,-0.04034633595659198,0.4361867176362865,-0.02047965259572665,0.7060721102100533,25.0,2,0.6,0.05,linked,50,3.637895838548687,3.03745186355902,0.98,0.5658475499215894,1.2087134909349013,2.98,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,0.6,0.05,linked,50,3.637895838548687,3.03745186355902,0.98,0.5658475499215894,1.2087134909349013,2.98,1225,0.21370821863276465,0.1282016237539608,0.20892412825572151,0.4126517036300721,1225.0
summary_only,-0.0015166650908183398,0.07787987843619039,-0.006048629755840138,0.1363754867595809,1225.0,0.00026476490810490666,0.037047403965308076,-0.005392960130337494,0.1032673126553113,1225.0,-0.03391382457533055,0.5307886921619311,0.005174792217081285,0.5930679222012794,1225.0,2,0.6,0.05,linked,50,3.637895838548687,3.03745186355902,0.98,0.5658475499215894,1.2087134909349013,2.98,1225,,,,,
dense_reciprocal,-0.008386088468218613,0.07306358319683778,0.016330777016707033,0.1200482694437629,1225.0,-0.00446202591066525,0.03455824666059726,0.017280424753439768,0.08476948450607202,1225.0,-0.03656491283494866,0.530594207282262,-0.019013999022895647,0.4871825526327169,1225.0,0,0.6,0.05,pleiotropic,50,3.523829426959706,3.4554418094476267,0.96,0.5664058596801008,1.218010232935371,2.92,1225,,,,,
sparse_reciprocal,0.045436861740678604,0.06606386760860511,-0.05450456664102508,0.11568023912924263,308.0,0.05093142984673713,0.028530803026190796,-0.055199819974816405,0.06873963332934774,308.0,-0.03338985109478084,0.5310668790993804,-0.010015666462177254,0.4893769229970556,308.0,0,0.6,0.05,pleiotropic,50,3.523829426959706,3.4554418094476267,0.96,0.5664058596801008,1.218010232935371,2.92,308,,,,,
pi_pairs,0.03271397356302072,0.10707621775634234,-0.04265856528843325,0.22727260097311086,25.0,0.032995032010324554,0.03730697921788572,-0.03519952624234721,0.0907321991002189,25.0,-0.018285796294399106,0.4531855750422546,0.022641965019434017,0.2355272877912401,25.0,0,0.6,0.05,pleiotropic,50,3.523829426959706,3.4554418094476267,0.96,0.5664058596801008,1.218010232935371,2.92,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,0.6,0.05,pleiotropic,50,3.523829426959706,3.4554418094476267,0.96,0.5664058596801008,1.218010232935371,2.92,1225,0.2644211292772478,0.13403131329480214,0.171435083782224,0.3302983963823227,1225.0
summary_only,-0.008386088468218613,0.07306358319683778,0.016330777016707033,0.1200482694437629,1225.0,-0.00446202591066525,0.03455824666059726,0.017280424753439768,0.08476948450607202,1225.0,-0.03656491283494866,0.530594207282262,-0.019013999022895647,0.4871825526327169,1225.0,0,0.6,0.05,pleiotropic,50,3.523829426959706,3.4554418094476267,0.96,0.5664058596801008,1.218010232935371,2.92,1225,,,,,
dense_reciprocal,-0.003449610970249554,0.09034746232425969,-0.0042525460489950305,0.15261819277241417,1225.0,-0.00666824802903487,0.03323604387308189,-0.0054063576998039965,0.07268970373435191,1225.0,-0.04573404220112118,0.5303472096275563,-0.006402418105375726,0.5191990317830548,1225.0,1,0.6,0.05,pleiotropic,50,2.9130906199800304,2.4723144929221688,0.98,0.4920882634630487,1.1582819734163643,2.42,1225,,,,,
sparse_reciprocal,-0.009576836759513247,0.1059206057695994,0.007748770036954397,0.19795923724684905,324.0,-0.01584935888919262,0.04213882867862095,0.005509237688873354,0.10500335409997152,324.0,-0.03791788208738527,0.5234703254649555,-0.022514744485096102,0.5119415633665264,324.0,1,0.6,0.05,pleiotropic,50,2.9130906199800304,2.4723144929221688,0.98,0.4920882634630487,1.1582819734163643,2.42,324,,,,,
pi_pairs,-0.01966777013140095,0.09903757557681683,-0.05697988939182583,0.17739131387372375,25.0,-0.02408269978377463,0.054509637711665226,-0.05405694424070609,0.12412126273874957,25.0,-0.06516018921479853,0.5047584964802327,0.05992372890804768,0.7678065610242417,25.0,1,0.6,0.05,pleiotropic,50,2.9130906199800304,2.4723144929221688,0.98,0.4920882634630487,1.1582819734163643,2.42,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,0.6,0.05,pleiotropic,50,2.9130906199800304,2.4723144929221688,0.98,0.4920882634630487,1.1582819734163643,2.42,1225,0.21720991386654723,0.1465821595945998,0.18042812343072703,0.32364700312138817,1225.0
summary_only,-0.003449610970249554,0.09034746232425969,-0.0042525460489950305,0.15261819277241417,1225.0,-0.00666824802903487,0.03323604387308189,-0.0054063576998039965,0.07268970373435191,1225.0,-0.04573404220112118,0.5303472096275563,-0.006402418105375726,0.5191990317830548,1225.0,1,0.6,0.05,pleiotropic,50,2.9130906199800304,2.4723144929221688,0.98,0.4920882634630487,1.1582819734163643,2.42,1225,,,,,
dense_reciprocal,0.009721412703734876,0.07714303274541694,-0.01089878073626795,0.11368376460258323,1225.0,0.007185430644451253,0.03459465764701892,-0.012898348022190103,0.07837651707950433,1225.0,-0.05152279585783264,0.5289807320999518,0.002704859670124116,0.5214731461872826,1225.0,2,0.6,0.05,pleiotropic,50,3.2437313886254997,2.7643874550981486,0.98,0.5404246276643818,1.1739329983914903,1.98,1225,,,,,
sparse_reciprocal,-0.013012849713528002,0.08445633866828192,0.014310448310361351,0.13062075298160314,315.0,-0.018309258945049766,0.03829399487904693,0.015884221274112285,0.09702324722084155,315.0,-0.03718636153525291,0.5273013853024106,-0.010678296164789476,0.5109423327377616,315.0,2,0.6,0.05,pleiotropic,50,3.2437313886254997,2.7643874550981486,0.98,0.5404246276643818,1.1739329983914903,1.98,315,,,,,
pi_pairs,0.014927425056421318,0.10529063974461134,-0.04340967350751378,0.16388495052829966,25.0,-0.027165574413136204,0.06136942084694713,-0.0015189153106459352,0.1877675062126012,25.0,-0.0890288567699299,0.7456512138986936,-0.015041912094203096,0.702907309352994,25.0,2,0.6,0.05,pleiotropic,50,3.2437313886254997,2.7643874550981486,0.98,0.5404246276643818,1.1739329983914903,1.98,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,0.6,0.05,pleiotropic,50,3.2437313886254997,2.7643874550981486,0.98,0.5404246276643818,1.1739329983914903,1.98,1225,0.19157394425673585,0.11247327529137685,0.1994333726042609,0.3230446616684328,1225.0
summary_only,0.009721412703734876,0.07714303274541694,-0.01089878073626795,0.11368376460258323,1225.0,0.007185430644451253,0.03459465764701892,-0.012898348022190103,0.07837651707950433,1225.0,-0.05152279585783264,0.5289807320999518,0.002704859670124116,0.5214731461872826,1225.0,2,0.6,0.05,pleiotropic,50,3.2437313886254997,2.7643874550981486,0.98,0.5404246276643818,1.1739329983914903,1.98,1225,,,,,
dense_reciprocal,0.0030749965912426377,0.05528323835596421,-0.006405552560826539,0.050793710570240846,1225.0,0.0024213377101421065,-0.007854137564807722,0.00040603490170148295,0.008904430891205517,1225.0,-0.039049870228859855,0.520864377886288,0.011053192758938126,0.6143909598194227,1225.0,0,1.0,0.005,independent,50,1.5060278544955983,1.4638868362555137,0.8,0.26995157993906144,0.9895423075918375,1.18,1225,,,,,
sparse_reciprocal,0.0005060263102277743,0.06898504641480538,-0.008941991276471063,0.06481206067217671,315.0,-0.0005320594644310179,-0.01174596913862359,-0.0022474421106935256,0.015929959204110333,315.0,-0.05705928887590909,0.5005478079717782,0.05601205107727953,0.6283914736245475,315.0,0,1.0,0.005,independent,50,1.5060278544955983,1.4638868362555137,0.8,0.26995157993906144,0.9895423075918375,1.18,315,,,,,
pi_pairs,0.06597723593176617,-0.003313878493304903,-0.08655165649630123,0.14333516943854185,25.0,0.0632852606112543,-0.01019268357289374,-0.0835937961548881,0.16708751783631992,25.0,-0.047878486868262314,0.5199398822431267,-0.019617896141226002,0.6884354905788075,25.0,0,1.0,0.005,independent,50,1.5060278544955983,1.4638868362555137,0.8,0.26995157993906144,0.9895423075918375,1.18,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.005,independent,50,1.5060278544955983,1.4638868362555137,0.8,0.26995157993906144,0.9895423075918375,1.18,1225,0.02068566467191027,0.06841074252885848,0.23429296425995988,0.5222879686359485,1225.0
summary_only,0.0030749965912426377,0.05528323835596421,-0.006405552560826539,0.050793710570240846,1225.0,0.0024213377101421065,-0.007854137564807722,0.00040603490170148295,0.008904430891205517,1225.0,-0.039049870228859855,0.520864377886288,0.011053192758938126,0.6143909598194227,1225.0,0,1.0,0.005,independent,50,1.5060278544955983,1.4638868362555137,0.8,0.26995157993906144,0.9895423075918375,1.18,1225,,,,,
dense_reciprocal,-0.000475134207053299,0.029134780878946442,-0.012226311707038312,0.01445990248528417,1225.0,-0.0009307346539685444,0.0016577514371989514,-0.00996345084151282,0.0009967992746064969,1225.0,-0.019188188049299074,0.48899378421984113,-0.019146187437854956,0.3893370290832511,1225.0,1,1.0,0.005,independent,50,1.568840752448959,1.4649893843598,0.86,0.2812332379660317,1.003057488984738,1.36,1225,,,,,
sparse_reciprocal,0.005067674712370623,0.025464961887887216,-0.03311824118192868,0.01973630063056353,319.0,0.006677962542522703,0.003227342987926256,-0.034326099902669716,0.009191537321667442,319.0,-0.04587024741434246,0.5084216775431991,0.018913371740974544,0.4275679515122198,319.0,1,1.0,0.005,independent,50,1.568840752448959,1.4649893843598,0.86,0.2812332379660317,1.003057488984738,1.36,319,,,,,
pi_pairs,-0.00380999981720822,0.13016041872902598,-0.0009352778735306357,0.2021931321503394,25.0,-0.0040912492695418115,-0.02091201619742139,-0.01159748179685666,0.045052543086065655,25.0,0.0795433807368559,0.47973042398414045,-0.17111873386388235,0.225128110222644,25.0,1,1.0,0.005,independent,50,1.568840752448959,1.4649893843598,0.86,0.2812332379660317,1.003057488984738,1.36,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.005,independent,50,1.568840752448959,1.4649893843598,0.86,0.2812332379660317,1.003057488984738,1.36,1225,0.03289531514697628,0.025407224118978555,0.24148916598114573,0.4178919649180043,1225.0
summary_only,-0.000475134207053299,0.029134780878946442,-0.012226311707038312,0.01445990248528417,1225.0,-0.0009307346539685444,0.0016577514371989514,-0.00996345084151282,0.0009967992746064969,1225.0,-0.019188188049299074,0.48899378421984113,-0.019146187437854956,0.3893370290832511,1225.0,1,1.0,0.005,independent,50,1.568840752448959,1.4649893843598,0.86,0.2812332379660317,1.003057488984738,1.36,1225,,,,,
dense_reciprocal,0.0021853801699040745,0.013706952685061662,-0.009413042847990811,0.005655650770920562,1225.0,0.0029126419965524327,0.0022829446366445395,-0.012015129892071966,0.0013546841867578818,1225.0,-0.041520878080580144,0.5359799343320939,0.008301474031929252,0.6385292458402398,1225.0,2,1.0,0.005,independent,50,1.5776779554990876,1.471521888969515,0.86,0.2824555142264312,1.008601035725099,1.32,1225,,,,,
sparse_reciprocal,0.003920678849854638,0.0061383733848723865,-0.004852032137194089,0.00150847323012826,307.0,0.004558291299159195,0.011386235297139356,-0.006702368751701425,0.0021761987390459536,307.0,-0.031485780473183594,0.5191017159605045,-0.007266749048831657,0.6117288656178388,307.0,2,1.0,0.005,independent,50,1.5776779554990876,1.471521888969515,0.86,0.2824555142264312,1.008601035725099,1.32,307,,,,,
pi_pairs,0.021038937155244186,0.052609028797709394,-0.03162254514077611,0.08099338803491352,25.0,0.02997756426253779,0.054850622614772804,-0.0696275266653194,0.07447617757320713,25.0,-0.0063055352685049,0.6398813805132004,-0.08911691826029366,0.8722238327912532,25.0,2,1.0,0.005,independent,50,1.5776779554990876,1.471521888969515,0.86,0.2824555142264312,1.008601035725099,1.32,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.005,independent,50,1.5776779554990876,1.471521888969515,0.86,0.2824555142264312,1.008601035725099,1.32,1225,0.03170017026672177,0.02754275981286794,0.23847627198381358,0.4957565560112168,1225.0
summary_only,0.0021853801699040745,0.013706952685061662,-0.009413042847990811,0.005655650770920562,1225.0,0.0029126419965524327,0.0022829446366445395,-0.012015129892071966,0.0013546841867578818,1225.0,-0.041520878080580144,0.5359799343320939,0.008301474031929252,0.6385292458402398,1225.0,2,1.0,0.005,independent,50,1.5776779554990876,1.471521888969515,0.86,0.2824555142264312,1.008601035725099,1.32,1225,,,,,
dense_reciprocal,-0.0017212556949941311,0.07565557307009976,0.0028355359496813736,0.07932131406616194,1225.0,-0.005330061105297562,0.0071030449780382235,0.0022126176195929504,0.003984509820773585,1225.0,-0.04181945729720873,0.5060879039189614,0.02411606956576588,0.6467624326838004,1225.0,0,1.0,0.005,linked,50,1.5431811350605023,1.3869042822587982,0.88,0.2749145447173182,0.9903026356901837,1.12,1225,,,,,
sparse_reciprocal,0.002067558631428135,0.08241121801611653,-0.008211673067918967,0.09190685465903692,308.0,-0.005052622263385788,0.008048534798211195,-0.006930040506788749,0.0050578921838720925,308.0,-0.04385324675024643,0.5079092441699022,0.023797332243561623,0.6612358599742563,308.0,0,1.0,0.005,linked,50,1.5431811350605023,1.3869042822587982,0.88,0.2749145447173182,0.9903026356901837,1.12,308,,,,,
pi_pairs,0.020687918877948564,0.0314148968691698,0.01919369862195068,0.017178821138900124,25.0,0.013289773900121125,0.023517494865403346,0.024221357359099867,0.04443830499372503,25.0,-0.10838691678000004,0.41464199300488,0.09060806818740956,0.5485197561086084,25.0,0,1.0,0.005,linked,50,1.5431811350605023,1.3869042822587982,0.88,0.2749145447173182,0.9903026356901837,1.12,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.005,linked,50,1.5431811350605023,1.3869042822587982,0.88,0.2749145447173182,0.9903026356901837,1.12,1225,0.09859682217178498,0.14525644168462382,0.22010802208754965,0.46276598794198565,1225.0
summary_only,-0.0017212556949941311,0.07565557307009976,0.0028355359496813736,0.07932131406616194,1225.0,-0.005330061105297562,0.0071030449780382235,0.0022126176195929504,0.003984509820773585,1225.0,-0.04181945729720873,0.5060879039189614,0.02411606956576588,0.6467624326838004,1225.0,0,1.0,0.005,linked,50,1.5431811350605023,1.3869042822587982,0.88,0.2749145447173182,0.9903026356901837,1.12,1225,,,,,
dense_reciprocal,0.004591107851751726,0.08611034483622367,0.006820584731178665,0.10070344749504534,1225.0,0.014637429906012456,0.009065597462442399,0.005774039019850524,0.006982389416141044,1225.0,-0.03702518164651046,0.5058800563129608,0.007578786243429235,0.5379905358845131,1225.0,1,1.0,0.005,linked,50,1.649107913673161,1.4902141979435155,0.88,0.29847143393903897,1.015488920636237,1.36,1225,,,,,
sparse_reciprocal,0.03279974089536576,0.06437064968899193,-0.015720470205110092,0.05836737973747208,290.0,0.040707744451976786,0.011882727471576007,-0.014132521681583129,0.01331647005406944,290.0,-0.07482254160513555,0.5061290467732105,0.04551076975854337,0.5497713250918578,290.0,1,1.0,0.005,linked,50,1.649107913673161,1.4902141979435155,0.88,0.29847143393903897,1.015488920636237,1.36,290,,,,,
pi_pairs,-0.049881584191520556,0.044139899454188336,0.08654405081648983,0.08287222427830099,25.0,-0.035121394870252495,0.0005328067541826575,0.08019417967705672,0.048174122148712084,25.0,-0.1180483408177932,0.47063743278284975,0.21008467471874262,0.5045466131105798,25.0,1,1.0,0.005,linked,50,1.649107913673161,1.4902141979435155,0.88,0.29847143393903897,1.015488920636237,1.36,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.005,linked,50,1.649107913673161,1.4902141979435155,0.88,0.29847143393903897,1.015488920636237,1.36,1225,0.12421208368783859,0.14796943650407435,0.21426022552617988,0.3996842895207291,1225.0
