alpha,psi,architecture,data_structure,asym_model_beta_intercept_mean,asym_model_beta_intercept_std,asym_model_beta_delta_logK_mean,asym_model_beta_delta_logK_std,asym_model_beta_divergence_time_mean,asym_model_beta_divergence_time_std,asym_model_r2_mean,asym_model_r2_std,asym_model_n_mean,asym_model_n_std,ovule_proxy_beta_intercept_mean,ovule_proxy_beta_intercept_std,ovule_proxy_beta_delta_logO_proxy_mean,ovule_proxy_beta_delta_logO_proxy_std,ovule_proxy_beta_divergence_time_mean,ovule_proxy_beta_divergence_time_std,ovule_proxy_r2_mean,ovule_proxy_r2_std,ovule_proxy_n_mean,ovule_proxy_n_std,post_model_beta_intercept_mean,post_model_beta_intercept_std,post_model_beta_divergence_time_mean,post_model_beta_divergence_time_std,post_model_beta_abs_delta_logK_mean,post_model_beta_abs_delta_logK_std,post_model_r2_mean,post_model_r2_std,post_model_n_mean,post_model_n_std,replicate_mean,replicate_std,n_tips_mean,n_tips_std,mean_K_mean,mean_K_std,median_K_mean,median_K_std,prop_K_gt_1_mean,prop_K_gt_1_std,mean_omega_mean,mean_omega_std,mean_filter_F_mean,mean_filter_F_std,mean_sweeps_mean,mean_sweeps_std,n_pairs_used_mean,n_pairs_used_std,beta_intercept_mean,beta_intercept_std,beta_maternal_logK_mean,beta_maternal_logK_std,beta_divergence_time_mean,beta_divergence_time_std,r2_mean,r2_std,n_mean,n_std
0.6,0.02,linked,dense_reciprocal,-0.002470205540137689,0.005233014016317039,0.09045338521875718,0.010915160083054007,-0.00433330227803382,0.00851586204981082,0.18192007584418013,0.02483170332608577,1225.0,0.0,0.0029353324497411967,0.005888336179055147,0.03375019445217673,0.0033472746497399124,-0.011334592428308712,0.006779008651354224,0.1174912480567157,0.04301421628546561,1225.0,0.0,-0.02936023117132533,0.010990573885028873,0.5055485998568771,0.013445085801812738,0.0013853916725818187,0.010316536984795854,0.6504677087812869,0.032107483538193315,1225.0,0.0,1.0,1.0,50.0,0.0,1.2801785995255675,0.24954578394955657,1.163400190510288,0.18592321106085452,0.5866666666666667,0.11372481406154653,0.19686522256024538,0.058721434822100904,0.8926200211573977,0.06357603490453882,0.9066666666666667,0.23180451534284943,1225.0,0.0,,,,,,,,,,
0.6,0.02,linked,one_direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,50.0,0.0,1.2801785995255675,0.24954578394955657,1.163400190510288,0.18592321106085452,0.5866666666666667,0.11372481406154653,0.19686522256024538,0.058721434822100904,0.8926200211573977,0.06357603490453882,0.9066666666666667,0.23180451534284943,1225.0,0.0,0.11116879644911871,0.02134270406375783,0.14307344563887583,0.01647207369557828,0.20886127466710258,0.008962482415959813,0.5022486648342237,0.08081727344961438,1225.0,0.0
0.6,0.02,linked,pi_pairs,0.005035949938387153,0.03582905338250541,0.0642029324125651,0.03833395583429537,0.026823085130593245,0.05913639510830155,0.16196335125560402,0.12237261969370375,25.0,0.0,0.006054783456214101,0.03742904104078538,0.03526109120800957,0.017103213789805602,0.035805560017965254,0.05658870698720548,0.20655587913554396,0.18983547445660173,25.0,0.0,0.0014489869055489036,0.04022946211431099,0.4606212777066489,0.09168839819739666,-0.035187539649348315,0.08159855824051512,0.6424375858716694,0.06618653356088026,25.0,0.0,1.0,1.0,50.0,0.0,1.2801785995255675,0.24954578394955657,1.163400190510288,0.18592321106085452,0.5866666666666667,0.11372481406154653,0.19686522256024538,0.058721434822100904,0.8926200211573977,0.06357603490453882,0.9066666666666667,0.23180451534284943,25.0,0.0,,,,,,,,,,
0.6,0.02,linked,sparse_reciprocal,0.003116415263487127,0.006545823864191429,0.08890439009182187,0.00534351509045142,-0.003989871561157481,0.01391520911772215,0.17299302534016262,0.027094822013690942,301.6666666666667,27.46512940681935,0.009079062622705409,0.013259395210272681,0.033647867175106844,0.0075840343789715875,-0.011119417560759523,0.0172587355878897,0.12360571002794767,0.06379675289594032,301.6666666666667,27.46512940681935,-0.02538882214836698,0.02299482816019996,0.49034464822129226,0.02401663133680438,-0.0034213000364638722,0.025043772640288047,0.6331444441595805,0.06094377947070667,301.6666666666667,27.46512940681935,1.0,1.0,50.0,0.0,1.2801785995255675,0.24954578394955657,1.163400190510288,0.18592321106085452,0.5866666666666667,0.11372481406154653,0.19686522256024538,0.058721434822100904,0.8926200211573977,0.06357603490453882,0.9066666666666667,0.23180451534284943,301.6666666666667,27.46512940681935,,,,,,,,,,
0.6,0.02,linked,summary_only,-0.002470205540137689,0.005233014016317039,0.09045338521875718,0.010915160083054007,-0.00433330227803382,0.00851586204981082,0.18192007584418013,0.02483170332608577,1225.0,0.0,0.0029353324497411967,0.005888336179055147,0.03375019445217673,0.0033472746497399124,-0.011334592428308712,0.006779008651354224,0.1174912480567157,0.04301421628546561,1225.0,0.0,-0.02936023117132533,0.010990573885028873,0.5055485998568771,0.013445085801812738,0.0013853916725818187,0.010316536984795854,0.6504677087812869,0.032107483538193315,1225.0,0.0,1.0,1.0,50.0,0.0,1.2801785995255675,0.24954578394955657,1.163400190510288,0.18592321106085452,0.5866666666666667,0.11372481406154653,0.19686522256024538,0.058721434822100904,0.8926200211573977,0.06357603490453882,0.9066666666666667,0.23180451534284943,1225.0,0.0,,,,,,,,,,
0.6,0.02,pleiotropic,dense_reciprocal,-0.0045364104990326636,0.008008707400748398,0.09115541797154736,0.0045763401762183385,0.012550445068812007,0.012876123818004548,0.15777365072359173,0.05566900978524769,1225.0,0.0,0.0010310151484050163,0.00790148280507769,0.03413212991541911,0.0171728108399914,0.008415260389926479,0.006867658804130913,0.10220024161812546,0.093136577732034,1225.0,0.0,-0.039392302334108086,0.004480743200523864,0.5130295628398491,0.009088095399968642,0.00691669661197885,0.01621778011989755,0.4163568855953,0.16704675363976526,1225.0,0.0,1.0,1.0,50.0,0.0,1.3433487180440782,0.18456135493511286,1.2056218180380565,0.22788748964643926,0.6,0.13999999999999999,0.21280056704937414,0.04583483573719466,0.9317576886636375,0.04299825434849051,0.9666666666666667,0.2914332399252586,1225.0,0.0,,,,,,,,,,
0.6,0.02,pleiotropic,one_direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,50.0,0.0,1.3433487180440782,0.18456135493511286,1.2056218180380565,0.22788748964643926,0.6,0.13999999999999999,0.21280056704937414,0.04583483573719466,0.9317576886636375,0.04299825434849051,0.9666666666666667,0.2914332399252586,1225.0,0.0,0.13687318840053378,0.02591754506430152,0.1659391861122764,0.028181003964153233,0.1978070934603153,0.008392829181883374,0.3839707725330636,0.05238041208229369,1225.0,0.0
0.6,0.02,pleiotropic,pi_pairs,-0.055684082350414325,0.020176320237756076,0.06922085311095441,0.030726466186816046,0.09508634845905196,0.03998198386094511,0.17636795853105047,0.1113932583213427,25.0,0.0,-0.056758503063618404,0.034714479239943856,0.024533904623752083,0.02175898292213378,0.10580168090222325,0.007005090615415409,0.14181725733282877,0.0788681018076741,25.0,0.0,-0.020548786511274272,0.05970729146112476,0.5670508400068694,0.11283650480930815,-0.003027129232342888,0.04100735072480211,0.4504571563035024,0.16638824835846353,25.0,0.0,1.0,1.0,50.0,0.0,1.3433487180440782,0.18456135493511286,1.2056218180380565,0.22788748964643926,0.6,0.13999999999999999,0.21280056704937414,0.04583483573719466,0.9317576886636375,0.04299825434849051,0.9666666666666667,0.2914332399252586,25.0,0.0,,,,,,,,,,
0.6,0.02,pleiotropic,sparse_reciprocal,-0.006383025783318483,0.034823001481563996,0.08151275210304483,0.012485820266148652,0.008418556622763545,0.057333902337127755,0.13159079272773985,0.038748234260868826,291.6666666666667,8.02080627701065,-0.0011750313131736318,0.029410889492373055,0.029548128902731063,0.017698367220632585,0.0004642795590710282,0.05084135629163571,0.07864602275427053,0.07888778151802646,291.6666666666667,8.02080627701065,-0.02682461702344811,0.011167660237540922,0.4873770530158386,0.035407120817266144,-0.00030407112302823874,0.017841764597838133,0.3967831446240318,0.17525983314859733,291.6666666666667,8.02080627701065,1.0,1.0,50.0,0.0,1.3433487180440782,0.18456135493511286,1.2056218180380565,0.22788748964643926,0.6,0.13999999999999999,0.21280056704937414,0.04583483573719466,0.9317576886636375,0.04299825434849051,0.9666666666666667,0.2914332399252586,291.6666666666667,8.02080627701065,,,,,,,,,,
0.6,0.02,pleiotropic,summary_only,-0.0045364104990326636,0.008008707400748398,0.09115541797154736,0.0045763401762183385,0.012550445068812007,0.012876123818004548,0.15777365072359173,0.05566900978524769,1225.0,0.0,0.0010310151484050163,0.00790148280507769,0.03413212991541911,0.0171728108399914,0.008415260389926479,0.006867658804130913,0.10220024161812546,0.093136577732034,1225.0,0.0,-0.039392302334108086,0.004480743200523864,0.5130295628398491,0.009088095399968642,0.00691669661197885,0.01621778011989755,0.4163568855953,0.16704675363976526,1225.0,0.0,1.0,1.0,50.0,0.0,1.3433487180440782,0.18456135493511286,1.2056218180380565,0.22788748964643926,0.6,0.13999999999999999,0.21280056704937414,0.04583483573719466,0.9317576886636375,0.04299825434849051,0.9666666666666667,0.2914332399252586,1225.0,0.0,,,,,,,,,,
