data_structure,asym_model_beta_intercept,asym_model_beta_delta_logK,asym_model_beta_divergence_time,asym_model_r2,asym_model_n,ovule_proxy_beta_intercept,ovule_proxy_beta_delta_logO_proxy,ovule_proxy_beta_divergence_time,ovule_proxy_r2,ovule_proxy_n,post_model_beta_intercept,post_model_beta_divergence_time,post_model_beta_abs_delta_logK,post_model_r2,post_model_n,replicate,alpha,psi,architecture,n_tips,mean_K,median_K,prop_K_gt_1,mean_omega,mean_filter_F,mean_sweeps,n_pairs_used,beta_intercept,beta_maternal_logK,beta_divergence_time,r2,n
dense_reciprocal,0.003518935027650204,0.042235561589376136,-0.012774165844748312,0.09971976200626742,3160.0,0.0031061523494745414,0.015907814653201485,-0.015127239625601354,0.03978772001855768,3160.0,-0.027088128962775824,0.5108734662257689,-0.007281616720505329,0.6380527153052994,3160.0,2,0.6,0.005,independent,80,0.4380281189475907,0.4155632952732963,0.0125,0.012758894675484245,0.5462820409066266,0.05,3160,,,,,
sparse_reciprocal,0.007815310436351953,0.043517784597086245,-0.01768829084046884,0.1086316110094655,775.0,0.006186749944504091,0.01045005933255495,-0.0193789490547741,0.02277652999324742,775.0,-0.03218920079828487,0.5176664095790859,0.002045692829041046,0.6320295346711859,775.0,2,0.6,0.005,independent,80,0.4380281189475907,0.4155632952732963,0.0125,0.012758894675484245,0.5462820409066266,0.05,775,,,,,
pi_pairs,-0.006284273690075251,0.00811236860433643,-0.014783260270101583,0.010564062412747321,40.0,-0.0031902240682918363,-0.01935600481027623,-0.021950613887773595,0.06349019287767554,40.0,-0.03840599742608374,0.496257283630793,0.006979579662106413,0.6739316570216898,40.0,2,0.6,0.005,independent,80,0.4380281189475907,0.4155632952732963,0.0125,0.012758894675484245,0.5462820409066266,0.05,40,,,,,
one_direction,,,,,,,,,,,,,,,,2,0.6,0.005,independent,80,0.4380281189475907,0.4155632952732963,0.0125,0.012758894675484245,0.5462820409066266,0.05,3160,0.053822099877033125,0.04002146807559975,0.14825765618684175,0.4788485855694572,3160.0
summary_only,0.003518935027650204,0.042235561589376136,-0.012774165844748312,0.09971976200626742,3160.0,0.0031061523494745414,0.015907814653201485,-0.015127239625601354,0.03978772001855768,3160.0,-0.027088128962775824,0.5108734662257689,-0.007281616720505329,0.6380527153052994,3160.0,2,0.6,0.005,independent,80,0.4380281189475907,0.4155632952732963,0.0125,0.012758894675484245,0.5462820409066266,0.05,3160,,,,,
dense_reciprocal,-0.005517678320067283,0.05505387627774136,0.009275397280481986,0.14930104909322206,3160.0,-0.0037943568428404468,0.020484498124746228,0.010233369078155568,0.07969879690746717,3160.0,-0.03981498400349578,0.5203032118248805,-0.00054170605295366,0.44715847819956844,3160.0,3,0.6,0.005,independent,80,0.27782740579865567,0.24193123165797442,0.0,0.002180851153796096,0.4264550475920858,0.025,3160,,,,,
sparse_reciprocal,-0.0016548348901684314,0.05465446617570835,0.0005470876432610533,0.13807681886542822,824.0,-0.0006887567205573519,0.020737678032502066,0.0018269539225656503,0.07593992171965791,824.0,-0.028833623353927394,0.5115357481473868,-0.017666559138406066,0.4170099820463583,824.0,3,0.6,0.005,independent,80,0.27782740579865567,0.24193123165797442,0.0,0.002180851153796096,0.4264550475920858,0.025,824,,,,,
pi_pairs,-0.021945228131218814,0.053920061599083996,0.06078800714594633,0.184129778192354,40.0,-0.01595381838360528,0.022343476366163628,0.061083535226527604,0.13605966582760975,40.0,-0.057581029742780857,0.5792088270938762,-0.0627677137712144,0.42394333984526444,40.0,3,0.6,0.005,independent,80,0.27782740579865567,0.24193123165797442,0.0,0.002180851153796096,0.4264550475920858,0.025,40,,,,,
one_direction,,,,,,,,,,,,,,,,3,0.6,0.005,independent,80,0.27782740579865567,0.24193123165797442,0.0,0.002180851153796096,0.4264550475920858,0.025,3160,0.08658097497836442,0.053432850667078084,0.12322121888560948,0.3595488486383813,3160.0
summary_only,-0.005517678320067283,0.05505387627774136,0.009275397280481986,0.14930104909322206,3160.0,-0.0037943568428404468,0.020484498124746228,0.010233369078155568,0.07969879690746717,3160.0,-0.03981498400349578,0.5203032118248805,-0.00054170605295366,0.44715847819956844,3160.0,3,0.6,0.005,independent,80,0.27782740579865567,0.24193123165797442,0.0,0.002180851153796096,0.4264550475920858,0.025,3160,,,,,
