family,genus,species1,species2,pair_key,PI_name,is_PI_from_PI_name,measure,intraspecific_value_sp1,intraspecific_value_sp2,interspecific_value_sp1_sp2,interspecific_value_sp2_sp1,has_directional_RI_inputs,directional_RI_sp1_mother,directional_RI_sp2_mother,directional_RI_asymmetry_sp1_minus_sp2,ovule_sp1,ovule_sp2,confidence_sp1,confidence_sp2,has_both_ovules,both_confidence_le_2,signed_log10_ovule_ratio_sp1_minus_sp2,abs_log10_ovule_difference,nonzero_ovule_difference,has_K2P,K2P_Distance,asymmetry_model_ready,asymmetry_model_ready_confidence_le_2,strict_PI_K2P_asymmetry_ready
Caryophyllaceae,Dianthus,Dianthus carthusianorum,Dianthus sylvestris,dianthus carthusianorum || dianthus sylvestris,Dianthus,True,seed set,34.8384,27.5035,30.465,38.4588,True,0.1255338936346101,-0.3983238496918573,0.5238577433264674,75.0,81.0,1.0,1.0,True,True,-0.03342375548694965,0.03342375548694965,True,True,0.004082,True,True,True
Phrymaceae,Diplacus,Diplacus brevipes,Diplacus fremontii,diplacus brevipes || diplacus fremontii,,False,seed set,0.86877,0.340054,0.5617,0.022368,True,0.35345373343923026,0.9342222117663666,-0.5807684783271363,433.0,203.0,3.0,3.0,True,False,0.32899185844015255,0.32899185844015255,True,False,,True,False,False
Phrymaceae,Diplacus,Diplacus johnstonii,Diplacus brevipes,diplacus brevipes || diplacus johnstonii,Diplacus,True,seed set,0.39146,0.86877,0.0,0.0,True,1.0,1.0,0.0,42.0,433.0,3.0,3.0,True,False,-1.013238605955465,1.013238605955465,True,True,0.019733,True,False,True
Phrymaceae,Diplacus,Diplacus johnstonii,Diplacus fremontii,diplacus fremontii || diplacus johnstonii,,False,seed set,0.39146,0.340054,0.0,0.007425,True,1.0,0.9781652325807078,0.021834767419292245,42.0,203.0,3.0,3.0,True,False,-0.6842467475153124,0.6842467475153124,True,False,,True,False,False
Orchidaceae,Epidendrum,Epidendrum calanthum,Epidendrum cochlidium,epidendrum calanthum || epidendrum cochlidium,,False,fruit set,91.5,97.6,90.9,59.6,True,0.006557377049180246,0.3893442622950819,-0.38278688524590165,,,5.0,5.0,False,False,,,False,False,,False,False,False
Orchidaceae,Epidendrum,Epidendrum calanthum,Epidendrum schistochilum,epidendrum calanthum || epidendrum schistochilum,,False,fruit set,91.5,96.5,75.9,93.4,True,0.17049180327868851,0.032124352331606154,0.13836745094708236,,,5.0,5.0,False,False,,,False,False,,False,False,False
Orchidaceae,Epidendrum,Epidendrum cochlidium,Epidendrum schistochilum,epidendrum cochlidium || epidendrum schistochilum,,False,fruit set,97.6,96.5,54.8,92.2,True,0.4385245901639344,0.04455958549222794,0.3939650046717065,,,5.0,5.0,False,False,,,False,False,,False,False,False
Orchidaceae,Epidendrum,Epidendrum denticulatum,Epidendrum orchidiflorum,epidendrum denticulatum || epidendrum orchidiflorum,,False,fruit set,16.7,20.0,13.5,13.9,True,0.19161676646706582,0.30499999999999994,-0.11338323353293411,,,5.0,5.0,False,False,,,False,False,,False,False,False
Orchidaceae,Epidendrum,Epidendrum madsenii,Epidendrum rhopalostele,epidendrum madsenii || epidendrum rhopalostele,,False,fruit set,0.90133333,0.7765,0.6105,0.907,True,0.3226701158382771,-0.1680618158403091,0.4907319316785862,,,5.0,5.0,False,False,,,False,False,,False,False,False
Orchidaceae,Epidendrum,Epidendrum secundum,Epidendrum xanthinum,epidendrum secundum || epidendrum xanthinum,Epidendrum,True,seed set,0.65,0.82,0.57,0.59,True,0.1230769230769232,0.2804878048780488,-0.1574108818011256,,,5.0,5.0,False,False,,,False,True,0.015626,False,False,False
Phrymaceae,Erythranthe,Erythranthe caespitosa,Erythranthe minor,erythranthe caespitosa || erythranthe minor,Erythranthe01,True,seed number per fruit,0.95,0.92,0.96,0.84,True,-0.010526315789473717,0.08695652173913049,-0.0974828375286042,230.0,500.0,3.0,3.0,True,False,-0.3372421683184257,0.3372421683184257,True,False,,True,False,False
Phrymaceae,Erythranthe,Erythranthe caespitosa,Erythranthe tilingii,erythranthe caespitosa || erythranthe tilingii,,False,seed number per fruit,0.95,0.91,0.2,0.91,True,0.7894736842105263,0.0,0.7894736842105263,230.0,397.0,3.0,1.0,True,False,-0.23706267074552212,0.23706267074552212,True,False,,True,False,False
Phrymaceae,Erythranthe,Erythranthe decora,Erythranthe guttata,erythranthe decora || erythranthe guttata,Erythranthe02,True,seed set,181.8,211.0,153.0,139.4,True,0.15841584158415845,0.3393364928909952,-0.18092065130683677,725.0,920.0,3.0,1.0,True,False,-0.10344982077456155,0.10344982077456155,True,False,,True,False,False
Phrymaceae,Erythranthe,Erythranthe guttata,Erythranthe nudata,erythranthe guttata || erythranthe nudata,,False,seed set,84.0,77.3,0.0,0.0,True,1.0,1.0,0.0,920.0,166.0,1.0,1.0,True,True,0.7436797393055001,0.7436797393055001,True,False,,True,True,False
Phrymaceae,Erythranthe,Erythranthe lutea,Erythranthe cuprea,erythranthe cuprea || erythranthe lutea,Erythranthe03,True,seed number per fruit,169.0,55.0,98.0,52.0,True,0.4201183431952663,0.054545454545454564,0.36557288864981174,2140.32,144.0,1.0,3.0,True,False,1.1721162176299447,1.1721162176299447,True,True,0.004343,True,False,True
Phrymaceae,Erythranthe,Erythranthe minor,Erythranthe tilingii,erythranthe minor || erythranthe tilingii,,False,seed number per fruit,0.92,0.91,0.01,0.76,True,0.9891304347826086,0.1648351648351648,0.8242952699474438,500.0,397.0,3.0,1.0,True,False,0.10017949757290356,0.10017949757290356,True,False,,True,False,False
Myrtaceae,Eucalyptus,Eucalyptus globulus,Eucalyptus nitens,eucalyptus globulus || eucalyptus nitens,Eucalyptus,True,seed set,23.7,9.0,0.0,5.4,True,1.0,0.3999999999999999,0.6000000000000001,261.028,30.7,1.0,1.0,True,True,0.9295487203410415,0.9295487203410415,True,True,0.007722,True,True,True
Orchidaceae,Gymnadenia,Gymnadenia conopsea,Gymnadenia odoratissima,gymnadenia conopsea || gymnadenia odoratissima,Gymnadenia,True,seed set,0.8612706,0.90631833,0.77793222,0.78238496,True,0.09676213259804767,0.13674375315789977,-0.039981620559852105,2000.0,,3.0,5.0,False,False,,,False,True,0.0,False,False,False
Orchidaceae,Habenaria,Habenaria davidii,Habenaria fordii,habenaria davidii || habenaria fordii,,False,seed set,67.48,60.85,0.0,0.0,True,1.0,1.0,0.0,,,5.0,5.0,False,False,,,False,False,,False,False,False
Orchidaceae,Habenaria,Habenaria davidii,Habenaria delavayi,habenaria davidii || habenaria delavayi,,False,seed set,0.81,0.69,0.0,0.0,True,1.0,1.0,0.0,,,5.0,5.0,False,False,,,False,False,,False,False,False
Orchidaceae,Habenaria,Habenaria limprichtii,Habenaria davidii,habenaria davidii || habenaria limprichtii,Habenaria,True,seed set,0.77,0.81,0.68,0.79,True,0.11688311688311681,0.024691358024691357,0.09219175885842545,,,5.0,5.0,False,False,,,False,True,0.003861,False,False,False
Orchidaceae,Habenaria,Habenaria limprichtii,Habenaria delavayi,habenaria delavayi || habenaria limprichtii,,False,seed set,0.77,0.69,0.0,0.0,True,1.0,1.0,0.0,,,5.0,5.0,False,False,,,False,False,,False,False,False
Asphodelaceae,Hemerocallis,Hemerocallis fulva,Hemerocallis citrina,hemerocallis citrina || hemerocallis fulva,Hemerocallis,True,seed set,0.24,0.21,0.11,0.22,True,0.5416666666666666,-0.04761904761904767,0.5892857142857143,29.68,36.94,1.0,1.0,True,True,-0.09503299449723324,0.09503299449723324,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,Hydrophyllum canadense,hydrophyllum appendiculatum || hydrophyllum canadense,,False,fruit set,89.0,70.0,0.0,0.0,True,1.0,1.0,0.0,1.0,4.0,1.0,1.0,True,True,-0.6020599913279624,0.6020599913279624,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,Hydrophyllum capitatum,hydrophyllum appendiculatum || hydrophyllum capitatum,,False,fruit set,89.0,78.666666,0.0,0.0,True,1.0,1.0,0.0,1.0,4.0,1.0,2.0,True,True,-0.6020599913279624,0.6020599913279624,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,Hydrophyllum fendleri,hydrophyllum appendiculatum || hydrophyllum fendleri,,False,fruit set,89.0,71.0,0.0,0.0,True,1.0,1.0,0.0,1.0,4.0,1.0,2.0,True,True,-0.6020599913279624,0.6020599913279624,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,Hydrophyllum macrophyllum,hydrophyllum appendiculatum || hydrophyllum macrophyllum,,False,fruit set,89.0,42.0,0.0,0.0,True,1.0,1.0,0.0,1.0,4.0,1.0,2.0,True,True,-0.6020599913279624,0.6020599913279624,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,Hydrophyllum occidentale,hydrophyllum appendiculatum || hydrophyllum occidentale,,False,fruit set,89.0,32.0,0.0,0.0,True,1.0,1.0,0.0,1.0,4.0,1.0,2.0,True,True,-0.6020599913279624,0.6020599913279624,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,Hydrophyllum tenuipes,hydrophyllum appendiculatum || hydrophyllum tenuipes,,False,fruit set,89.0,66.0,0.0,0.0,True,1.0,1.0,0.0,1.0,4.0,1.0,2.0,True,True,-0.6020599913279624,0.6020599913279624,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum appendiculatum,Hydrophyllum virginianum,hydrophyllum appendiculatum || hydrophyllum virginianum,,False,fruit set,89.0,61.0,0.0,0.0,True,1.0,1.0,0.0,1.0,4.0,1.0,1.0,True,True,-0.6020599913279624,0.6020599913279624,True,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum canadense,Hydrophyllum virginianum,hydrophyllum canadense || hydrophyllum virginianum,Hydrophyllum,True,fruit set,70.0,61.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,1.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum canadense,Hydrophyllum capitatum,hydrophyllum canadense || hydrophyllum capitatum,,False,fruit set,70.0,78.666666,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,1.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum canadense,Hydrophyllum fendleri,hydrophyllum canadense || hydrophyllum fendleri,,False,fruit set,70.0,71.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,1.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum canadense,Hydrophyllum macrophyllum,hydrophyllum canadense || hydrophyllum macrophyllum,,False,fruit set,70.0,42.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,1.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum canadense,Hydrophyllum occidentale,hydrophyllum canadense || hydrophyllum occidentale,,False,fruit set,70.0,32.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,1.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum canadense,Hydrophyllum tenuipes,hydrophyllum canadense || hydrophyllum tenuipes,,False,fruit set,70.0,66.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,1.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum capitatum,Hydrophyllum fendleri,hydrophyllum capitatum || hydrophyllum fendleri,,False,fruit set,78.666666,71.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum capitatum,Hydrophyllum macrophyllum,hydrophyllum capitatum || hydrophyllum macrophyllum,,False,fruit set,78.666666,42.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum capitatum,Hydrophyllum occidentale,hydrophyllum capitatum || hydrophyllum occidentale,,False,fruit set,78.666666,32.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum capitatum,Hydrophyllum tenuipes,hydrophyllum capitatum || hydrophyllum tenuipes,,False,fruit set,78.666666,66.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum capitatum,Hydrophyllum virginianum,hydrophyllum capitatum || hydrophyllum virginianum,,False,fruit set,78.666666,61.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum fendleri,Hydrophyllum macrophyllum,hydrophyllum fendleri || hydrophyllum macrophyllum,,False,fruit set,71.0,42.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum fendleri,Hydrophyllum occidentale,hydrophyllum fendleri || hydrophyllum occidentale,,False,fruit set,71.0,32.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum fendleri,Hydrophyllum tenuipes,hydrophyllum fendleri || hydrophyllum tenuipes,,False,fruit set,71.0,66.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum fendleri,Hydrophyllum virginianum,hydrophyllum fendleri || hydrophyllum virginianum,,False,fruit set,71.0,61.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum macrophyllum,Hydrophyllum occidentale,hydrophyllum macrophyllum || hydrophyllum occidentale,,False,fruit set,42.0,32.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum macrophyllum,Hydrophyllum tenuipes,hydrophyllum macrophyllum || hydrophyllum tenuipes,,False,fruit set,42.0,66.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum macrophyllum,Hydrophyllum virginianum,hydrophyllum macrophyllum || hydrophyllum virginianum,,False,fruit set,42.0,61.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum occidentale,Hydrophyllum tenuipes,hydrophyllum occidentale || hydrophyllum tenuipes,,False,fruit set,32.0,66.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,2.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum occidentale,Hydrophyllum virginianum,hydrophyllum occidentale || hydrophyllum virginianum,,False,fruit set,32.0,61.0,0.0,0.0,True,1.0,1.0,0.0,4.0,4.0,2.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Boraginaceae,Hydrophyllum,Hydrophyllum tenuipes,Hydrophyllum virginianum,hydrophyllum tenuipes || hydrophyllum virginianum,,False,fruit set,66.0,61.0,10.0,11.0,True,0.8484848484848485,0.819672131147541,0.028812717337307503,4.0,4.0,2.0,1.0,True,True,0.0,0.0,False,False,,True,True,False
Solanaceae,Iochroma,Iochroma cyaneum,Iochroma gesnerioides,iochroma cyaneum || iochroma gesnerioides,Iochroma,True,seed set,1.0,1.0,0.04,0.15,True,0.96,0.85,0.10999999999999999,368.7,264.7,1.0,1.0,True,True,0.14391919630476835,0.14391919630476835,True,True,0.023179,True,True,True
Convolvulaceae,Ipomoea,Ipomoea cavalcantei,Ipomoea marabensis,ipomoea cavalcantei || ipomoea marabensis,Ipomoea01,True,seed set,82.0,85.0,80.0,85.0,True,0.024390243902439046,0.0,0.024390243902439046,4.0,4.0,1.0,1.0,True,True,0.0,0.0,False,True,0.014122,True,True,True
Convolvulaceae,Ipomoea,Ipomoea cordatotriloba,Ipomoea lacunosa,ipomoea cordatotriloba || ipomoea lacunosa,Ipomoea02,True,seed set,1.63,1.91,0.0748,0.0658,True,0.9541104294478527,0.9655497382198953,-0.011439308772042578,4.0,4.0,1.0,1.0,True,True,0.0,0.0,False,True,0.007733,True,True,True
Iridaceae,Iris,Iris atrofusca,Iris mariae,iris atrofusca || iris mariae,Iris01,True,seed set,0.52,0.74,0.86,0.73,True,-0.6538461538461537,0.013513513513513487,-0.6673596673596672,165.0,165.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata darcyana,jaltomata calliantha || jaltomata darcyana,,False,seed set,60.5986395,33.7777778,0.0,10.45,True,1.0,0.6906250002035362,0.30937499979646377,489.0,163.0,1.0,1.0,True,True,0.4771212547196626,0.4771212547196626,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata dendroidea,jaltomata calliantha || jaltomata dendroidea,,False,seed set,60.5986395,18.0,0.0,93.1034483,True,1.0,-4.172413794444444,5.172413794444444,489.0,304.0,1.0,1.0,True,True,0.2064352755148664,0.2064352755148664,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata procumbens,jaltomata calliantha || jaltomata procumbens,,False,seed set,60.5986395,41.8181818,0.0,0.36363636,True,1.0,0.9913043479092628,0.008695652090737194,489.0,135.0,1.0,1.0,True,True,0.5589750906286142,0.5589750906286142,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata quipuscoae,jaltomata calliantha || jaltomata quipuscoae,,False,seed set,60.5986395,112.125,82.5,40.5,True,-0.3614167030928146,0.6387959866220736,-1.0002126897148882,489.0,302.0,1.0,1.0,True,True,0.20930191616646976,0.20930191616646976,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata repandidentata,jaltomata calliantha || jaltomata repandidentata,,False,seed set,60.5986395,33.9130435,0.0,16.46875,True,1.0,0.5143830131318058,0.4856169868681942,489.0,111.4,1.0,1.0,True,True,0.6424236682859101,0.6424236682859101,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata sinuosa,jaltomata calliantha || jaltomata sinuosa,,False,seed set,60.5986395,68.625,0.0,90.0,True,1.0,-0.3114754098360655,1.3114754098360655,489.0,153.0,1.0,1.0,True,True,0.5046174283060214,0.5046174283060214,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata umbellata,jaltomata calliantha || jaltomata umbellata,,False,seed set,60.5986395,14.009434,0.0,4.2,True,1.0,0.7002020210095569,0.29979797899044314,489.0,74.0,1.0,1.0,True,True,0.820077139392644,0.820077139392644,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata calliantha,Jaltomata yungayensis,jaltomata calliantha || jaltomata yungayensis,,False,seed set,60.5986395,26.52,0.0,0.0,True,1.0,1.0,0.0,489.0,78.0,1.0,1.0,True,True,0.7972142564331399,0.7972142564331399,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata darcyana,Jaltomata repandidentata,jaltomata darcyana || jaltomata repandidentata,Jaltomata01,True,seed set,33.7777778,33.9130435,1.66666667,2.30769231,True,0.9506578946706198,0.9319526626974662,0.018705231973153547,163.0,111.4,1.0,1.0,True,True,0.16530241356624753,0.16530241356624753,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata darcyana,Jaltomata procumbens,jaltomata darcyana || jaltomata procumbens,,False,seed set,33.7777778,41.8181818,3.09677419,0.0,True,0.90831918522479,1.0,-0.09168081477520995,163.0,135.0,1.0,1.0,True,True,0.08185383590895157,0.08185383590895157,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata darcyana,Jaltomata quipuscoae,jaltomata darcyana || jaltomata quipuscoae,,False,seed set,33.7777778,112.125,5.4375,0.95833333,True,0.8390213816848544,0.9914529914827201,-0.15243160979786574,163.0,302.0,1.0,1.0,True,True,-0.26781933855319284,0.26781933855319284,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata darcyana,Jaltomata sinuosa,jaltomata darcyana || jaltomata sinuosa,,False,seed set,33.7777778,68.625,0.0,42.8275862,True,1.0,0.37591859817850637,0.6240814018214936,163.0,153.0,1.0,1.0,True,True,0.027496173586358807,0.027496173586358807,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata darcyana,Jaltomata umbellata,jaltomata darcyana || jaltomata umbellata,,False,seed set,33.7777778,14.009434,0.375,0.4,True,0.9888980263230934,0.9714478115247197,0.01745021479837372,163.0,74.0,1.0,1.0,True,True,0.34295588467298144,0.34295588467298144,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata darcyana,Jaltomata yungayensis,jaltomata darcyana || jaltomata yungayensis,,False,seed set,33.7777778,26.52,1.79166667,0.0,True,0.9469572367783177,1.0,-0.05304276322168233,163.0,78.0,1.0,1.0,True,True,0.3200930017134773,0.3200930017134773,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata dendroidea,Jaltomata quipuscoae,jaltomata dendroidea || jaltomata quipuscoae,,False,seed set,18.0,112.125,134.0,0.375,True,-6.444444444444445,0.9966555183946488,-7.441099962839093,304.0,302.0,1.0,1.0,True,True,0.0028666406516033582,0.0028666406516033582,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata procumbens,Jaltomata quipuscoae,jaltomata procumbens || jaltomata quipuscoae,,False,seed set,41.8181818,112.125,0.0,2.29166667,True,1.0,0.979561501270903,0.020438498729096977,135.0,302.0,1.0,1.0,True,True,-0.3496731744621444,0.3496731744621444,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata procumbens,Jaltomata repandidentata,jaltomata procumbens || jaltomata repandidentata,,False,seed set,41.8181818,33.9130435,0.87719298,9.0,True,0.9790236461213147,0.734615384785503,0.24440826133581162,135.0,111.4,1.0,1.0,True,True,0.08344857765729596,0.08344857765729596,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata procumbens,Jaltomata sinuosa,jaltomata procumbens || jaltomata sinuosa,,False,seed set,41.8181818,68.625,0.0,50.1923077,True,1.0,0.2686002520947176,0.7313997479052824,135.0,153.0,1.0,1.0,True,True,-0.05435766232259276,0.05435766232259276,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata procumbens,Jaltomata umbellata,jaltomata procumbens || jaltomata umbellata,,False,seed set,41.8181818,14.009434,2.28571429,0.0,True,0.9453416147805833,1.0,-0.05465838521941668,135.0,74.0,1.0,1.0,True,True,0.26110204876402987,0.26110204876402987,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata procumbens,Jaltomata yungayensis,jaltomata procumbens || jaltomata yungayensis,,False,seed set,41.8181818,26.52,0.0,0.0,True,1.0,1.0,0.0,135.0,78.0,1.0,1.0,True,True,0.23823916580452575,0.23823916580452575,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata quipuscoae,Jaltomata repandidentata,jaltomata quipuscoae || jaltomata repandidentata,,False,seed set,112.125,33.9130435,0.3125,17.4166667,True,0.9972129319955407,0.48643162327792844,0.5107813087176123,302.0,111.4,1.0,1.0,True,True,0.4331217521194404,0.4331217521194404,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata quipuscoae,Jaltomata sinuosa,jaltomata quipuscoae || jaltomata sinuosa,,False,seed set,112.125,68.625,0.0,74.0,True,1.0,-0.07832422586520948,1.0783242258652095,302.0,153.0,1.0,1.0,True,True,0.29531551213955165,0.29531551213955165,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata quipuscoae,Jaltomata umbellata,jaltomata quipuscoae || jaltomata umbellata,,False,seed set,112.125,14.009434,5.72916667,0.0,True,0.9489037532218506,1.0,-0.05109624677814939,302.0,74.0,1.0,1.0,True,True,0.6107752232261743,0.6107752232261743,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata quipuscoae,Jaltomata yungayensis,jaltomata quipuscoae || jaltomata yungayensis,,False,seed set,112.125,26.52,1.60416667,0.0,True,0.9856930508807135,1.0,-0.014306949119286538,302.0,78.0,1.0,1.0,True,True,0.5879123402666702,0.5879123402666702,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata repandidentata,Jaltomata sinuosa,jaltomata repandidentata || jaltomata sinuosa,,False,seed set,33.9130435,68.625,0.13333333,47.0,True,0.996068376169187,0.3151183970856102,0.6809499790835768,111.4,153.0,1.0,1.0,True,True,-0.13780623997988872,0.13780623997988872,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata repandidentata,Jaltomata yungayensis,jaltomata repandidentata || jaltomata yungayensis,,False,seed set,33.9130435,26.52,0.0,0.0,True,1.0,1.0,0.0,111.4,78.0,1.0,1.0,True,True,0.1547905881472298,0.1547905881472298,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata sinuosa,Jaltomata yungayensis,jaltomata sinuosa || jaltomata yungayensis,Jaltomata03,True,seed set,68.625,26.52,46.125,0.0,True,0.3278688524590164,1.0,-0.6721311475409836,153.0,78.0,1.0,1.0,True,True,0.2925968281271185,0.2925968281271185,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata sinuosa,Jaltomata umbellata,jaltomata sinuosa || jaltomata umbellata,,False,seed set,74.87,30.44,36.06,36.06,True,0.5183651662882329,-0.1846254927726676,0.7029906590609005,153.0,74.0,1.0,1.0,True,True,0.31545971108662263,0.31545971108662263,True,False,,True,True,False
Solanaceae,Jaltomata,Jaltomata umbellata,Jaltomata yungayensis,jaltomata umbellata || jaltomata yungayensis,,False,seed set,14.009434,26.52,0.0,0.0,True,1.0,1.0,0.0,74.0,78.0,1.0,1.0,True,True,-0.022862882959504116,0.022862882959504116,True,False,,True,True,False
Ericaceae,Kalmia,Kalmia angustifolia,Kalmia polifolia,kalmia angustifolia || kalmia polifolia,Kalmia01,True,fruit set,36.0,69.5,7.0,2.0,True,0.8055555555555556,0.9712230215827338,-0.1656674660271782,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,True,0.041978,True,False,True
Ericaceae,Kalmia,Kalmia angustifolia,Kalmia cuneata,kalmia angustifolia || kalmia cuneata,,False,fruit set,36.0,1.0,4.0,0.0,True,0.8888888888888888,1.0,-0.11111111111111116,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Ericaceae,Kalmia,Kalmia angustifolia,Kalmia hirsuta,kalmia angustifolia || kalmia hirsuta,,False,fruit set,36.0,24.0,3.0,13.0,True,0.9166666666666666,0.45833333333333337,0.45833333333333326,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Ericaceae,Kalmia,Kalmia angustifolia,Kalmia latifolia,kalmia angustifolia || kalmia latifolia,,False,fruit set,36.0,62.0,18.0,0.0,True,0.5,1.0,-0.5,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
Ericaceae,Kalmia,Kalmia cuneata,Kalmia hirsuta,kalmia cuneata || kalmia hirsuta,,False,fruit set,1.0,24.0,0.0,12.0,True,1.0,0.5,0.5,110.0,110.0,3.0,3.0,True,False,0.0,0.0,False,False,,True,False,False
